TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_1_QC,TS_F_MDS_2_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
201302,-9.342,1.0,196.974,76.654,0.997768,253.258,1.0,0.806,0.417411,94.868,0.179315,1.142,0.0,3.072,0.179315,-9999,-9999,37.3830424107,1.0,153.965624256,1.0,-9999,-9999,17.1368348214,1.0,275.542519345,1.0,384.641,0.0,7.536,-9999,0.0,-9999,26.573,0.0,-9999,1.0,8.17249,0.0,-9999,0.339577,6.0616,0.412202,-9999,0.463361,0.20721,0.0,0.0551954,0.214604,0.24551,0.247324,0.0,0.0,0.0,2.23588,2.06892,2.12661,2.24356,1.98988,1.82141,1.88668,1.99757,0.427016,0.431573,0.540954,0.96553,0.698589,0.678629,0.698791,0.707227,2.74444,1.0
201303,-5.442,0.995968,288.308,130.621,0.99664,262.121,0.995968,1.492,0.440188,95.009,0.0188172,1.41,0.0,3.022,0.0188172,-9999,-9999,74.696812788,0.986559139785,261.028614439,0.986559139785,-9999,-9999,27.1941330645,0.986559139785,292.361668491,0.986559139785,389.689,0.0,8.187,-9999,0.0,-9999,27.328,0.0,-9999,1.0,15.4705,0.0,-9999,-9999,22.0346,0.352151,-9999,-9999,0.309684,0.0,-9999,0.289601,0.310614,0.319306,0.0,0.0,0.0,2.43809,2.32279,2.37675,2.45269,2.15916,1.9848,2.06756,2.15838,0.356094,0.362284,0.4254,0.765994,1.13265,1.07697,1.13564,1.15408,3.2745,1.0
201304,1.069,1.0,383.019,174.606,0.988194,290.124,1.0,3.554,0.340278,94.861,0.127083,4.71,0.0,3.289,0.127083,-9999,-9999,108.632165352,0.999305555556,356.946914923,0.999305555556,-9999,-9999,33.875491499,0.995833333333,320.246646217,0.999305555556,393.842,0.04375,10.669,-9999,0.0,-9999,30.198,0.0,-9999,1.0,19.8668,0.04375,-9999,0.525665,26.9858,0.044444,-9999,1.48225,0.387614,0.0222222,0.206397,0.257296,0.315458,0.362357,0.0201389,0.0236111,0.0222222,2.77652,2.67223,2.78699,2.8562,2.47959,2.40118,2.46858,2.47959,0.450611,0.463768,0.491758,0.644325,1.39847,1.39034,1.40001,1.43531,5.32965,1.0
201305,10.587,0.977823,453.957,222.616,0.978495,331.808,0.976478,5.881,0.976478,94.873,0.903226,3.415,0.0,3.115,0.903226,0.637892356961,0.655241935484,159.342062696,0.946908602151,466.444121168,0.946908602151,-9999,-9999,30.0806016521,0.933467741935,373.766614565,0.946908602151,392.836,0.932124,10.654,-9999,0.0,-9999,30.19,0.0,-9999,1.0,44.3839,0.942876,-9999,0.501783,50.4305,0.952285,-9999,0.953273,0.293606,0.81922,0.0343378,0.264473,0.285202,0.294113,0.844758,0.84207,0.81922,3.85676,3.76062,3.89202,3.9893,3.57121,3.48623,3.60622,3.68579,2.16358,2.1931,2.3493,2.37713,2.33986,2.32928,2.46296,2.47463,5.30872,1.0
201306,15.553,0.99375,485.583,229.073,0.988889,359.257,0.988194,5.429,0.99375,94.728,0.975694,2.866,0.0,2.613,0.975694,0.526233190571,0.681944444444,151.405942529,0.966666666667,459.686011494,0.966666666667,-9999,-9999,38.3341714283,0.951388888889,396.936318247,0.966666666667,382.121,0.961806,10.669,-9999,0.0,-9999,30.198,0.0,-9999,1.0,71.7757,0.963889,-9999,0.765107,35.6504,0.979167,-9999,0.728264,-3.04337,0.840972,0.0677762,-3.07255,-2.96229,-2.75125,0.833333,0.850694,0.856944,6.7763,6.60773,6.93334,7.13584,9.55326,9.25942,9.99666,10.0288,3.50749,3.64397,3.80595,3.99671,7.93214,7.59809,7.81546,7.9092,5.32965,1.0
201307,18.665,1.0,470.369,257.006,1.0,375.527,1.0,6.604,1.0,94.949,0.887769,1.948,0.0,2.821,0.887769,0.518379751613,0.70564516129,174.960379704,1.0,523.275278226,1.0,-9999,-9999,42.0037497236,0.997311827957,414.605532258,1.0,373.656,0.987903,11.519,-9999,0.0,-9999,27.247,0.0,-9999,1.0,94.8588,0.995296,-9999,0.855012,31.6209,0.991935,-9999,0.660522,-1.83445,0.909274,0.0946965,-1.92385,-1.89202,-1.86381,0.956989,0.955645,0.947581,9.37242,9.27533,9.38459,9.58191,11.2872,11.1987,11.3001,11.4689,8.51148,5.97715,7.36679,7.63308,10.3787,9.45374,10.3216,10.5328,6.44754,1.0
201308,17.902,0.780914,412.09,227.972,0.781586,366.324,0.780914,6.259,0.780914,95.017,0.770833,1.704,0.0,2.72,0.770833,0.475553620428,0.59811827957,149.535592032,0.773521505376,475.024594563,0.772849462366,-9999,-9999,39.1197461806,0.769489247312,403.382576315,0.773521505376,371.793,0.778226,12.398,-9999,0.0,-9999,25.015,0.0,-9999,1.0,91.5797,0.780242,-9999,0.7657,21.1741,0.77621,-9999,0.543567,-1.21256,0.710349,0.0765874,-1.45529,-1.30021,-1.21375,0.74664,0.728495,0.710349,9.41658,9.51184,9.76242,10.2518,10.9028,10.9583,11.0937,11.3818,7.84611,7.44499,7.87799,8.05892,9.75654,9.48666,9.90331,9.99215,7.85569,1.0
201309,13.268,0.381944,326.201,174.327,0.385417,340.837,0.381944,4.912,0.332639,94.962,0.109722,1.278,0.0,2.821,0.109722,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,380.692,0.322222,11.153,-9999,0.347917,-9999,28.43,0.347917,-9999,1.0,78.377,0.33125,-9999,0.731451,5.88522,0.321528,-9999,0.712278,2.48052,0.320139,0.0666784,2.44362,2.4722,2.48836,0.320139,0.320139,0.320139,8.33338,8.36469,8.43142,8.49442,5.88976,5.90615,5.94892,6.01316,6.67504,5.73382,6.97763,7.30968,5.66165,5.495,5.98294,6.07936,6.07525,1.0
201310,6.223,0.998656,231.252,88.439,0.993952,313.629,0.167339,2.598,0.997312,94.67,0.965054,4.009,0.0,3.078,0.965054,0.604147478983,0.855510752688,48.6869555556,0.967741935484,180.636824306,0.967741935484,-9999,-9999,12.4732704017,0.948924731183,-9999,-9999,385.649,0.956989,7.883,-9999,0.99328,-9999,33.394,0.984543,-9999,1.0,36.729,0.987903,-9999,0.563795,-2.44508,0.995968,-9999,0.613281,1.90847,0.954301,0.0451286,1.89905,1.91303,1.92001,0.958333,0.954301,0.952285,3.83289,3.82441,3.8708,3.9571,1.9139,1.92072,1.97397,2.04127,2.77991,2.63226,2.77991,2.85764,1.74365,1.63446,1.6679,1.73704,3.78068,1.0
201311,-2.767,1.0,152.996,47.161,1.0,276.017,0.641667,0.905,1.0,94.946,1.0,1.768,0.0,3.52,1.0,0.682573479311,0.926388888889,18.8940576389,1.0,95.655775,1.0,-9999,-9999,7.96503570954,0.990972222222,-9999,-9999,390.356,0.995139,2.432,-9999,1.0,-9999,34.697,1.0,-9999,1.0,23.6687,1.0,-9999,0.372049,-6.85815,0.995139,-9999,0.473693,0.44059,0.994444,0.0295376,0.419747,0.439437,0.444357,0.992361,0.994444,0.994444,0.866462,0.854444,0.881762,0.88669,0.436887,0.436887,0.444275,0.446114,0.673529,0.673529,0.708319,0.721839,0.489589,0.487403,0.495581,0.496034,0.94129,1.0
201312,-13.495,1.0,116.533,44.458,0.993952,234.603,1.0,0.412,0.99664,94.935,0.909946,1.251,0.0,2.945,0.909946,0.537172938147,0.764784946237,10.3280524194,1.0,88.4524193548,1.0,-9999,-9999,9.41347715054,1.0,253.524625915,0.828629032258,391.217,0.971774,0.533,-9999,1.0,-9999,30.411,1.0,-9999,1.0,5.86978,0.96371,-9999,0.141349,3.3813,0.993952,-9999,0.390918,-0.493839,0.960349,0.0238548,-0.501671,-0.49368,-0.484167,0.959677,0.962366,0.960349,0.649279,0.576834,0.60769,0.637465,1.14296,1.05861,1.09186,1.13702,1.28467,0.780789,1.08677,1.29118,0.225673,0.154845,0.2038,0.227375,0.604289,1.0
201401,-16.148,1.0,133.614,53.73,1.0,226.059,1.0,0.416,1.0,94.404,0.985887,1.074,0.0,3.517,0.985887,0.679734036832,0.882392473118,17.6596839682,0.998655913978,102.616933096,0.998655913978,-9999,-9999,11.5951266301,0.998655913978,249.880138441,0.998655913978,390.604,0.991935,0.161,-9999,1.0,-9999,26.924,1.0,-9999,1.0,7.93315,0.992608,-9999,0.149839,3.74874,0.998656,-9999,0.52869,-0.194175,0.982527,0.020456,-0.192287,-0.188628,-0.186717,0.982527,0.982527,0.982527,0.107746,0.0935086,0.103147,0.108107,0.295059,0.282261,0.293863,0.295196,0.123903,0.112439,0.123218,0.132589,0.125011,0.123172,0.125764,0.151467,0.497115,1.0
201402,-14.363,0.971726,196.974,106.948,0.964286,221.772,0.971726,0.672,0.970982,94.701,0.949405,1.133,0.0,3.431,0.949405,0.598850408442,0.845982142857,45.8004286859,0.928571428571,204.442469551,0.928571428571,-9999,-9999,22.2658661859,0.928571428571,254.372646635,0.928571428571,393.145,0.963542,0.08,-9999,0.971726,-9999,22.808,0.971726,-9999,1.0,7.91783,0.962054,-9999,0.190406,23.2655,0.970238,-9999,0.588395,-0.305235,0.932292,0.0197278,-0.30647,-0.276155,-0.252668,0.932292,0.939732,0.943452,0.0319217,0.0109577,0.0200256,0.0341058,0.28459,0.282311,0.29116,0.317116,0.181576,0.155098,0.181512,0.229543,0.0889139,0.0728909,0.088171,0.0892229,0.490451,1.0
201403,-7.615,1.0,288.308,144.623,0.995968,250.377,0.997312,1.304,1.0,94.863,0.99328,0.926,0.0,3.212,0.99328,0.605295194586,0.850806451613,78.1583703917,0.995967741935,282.286619406,0.992607526882,-9999,-9999,31.1991970721,0.992607526882,284.234387216,0.978494623656,393.933,0.972446,0.071,-9999,0.997312,-9999,18.715,0.997312,-9999,1.0,10.1896,0.977823,-9999,0.204792,36.9223,0.99664,-9999,0.657695,-0.174256,0.924731,0.021504,-0.179623,-0.155669,-0.134525,0.924731,0.925403,0.932796,0.12387,0.123917,0.12692,0.140063,0.260219,0.254589,0.278274,0.31786,0.287811,0.264751,0.287811,0.791711,0.0,0.0,0.0,0.0,0.489742,1.0
201404,1.56,1.0,383.019,156.583,1.0,295.576,0.997917,2.619,1.0,94.661,1.0,2.913,0.0,3.503,1.0,0.658086424631,0.883333333333,97.7602347222,1.0,319.680234028,1.0,-9999,-9999,29.1825696988,0.996527777778,320.561058452,0.796527777778,394.946,0.990278,0.179,-9999,1.0,-9999,36.318,1.0,-9999,1.0,21.7198,0.988889,-9999,0.447926,30.4203,0.997917,-9999,0.761464,-0.145892,0.952778,0.0297782,-0.148801,-0.130924,-0.122979,0.952778,0.95625,0.959722,0.421617,0.414715,0.420201,0.453391,0.544596,0.536602,0.55496,0.593217,0.691396,0.683017,0.691396,0.784842,0.236843,0.236843,0.241482,0.549296,0.498555,1.0
201405,11.204,1.0,453.957,227.695,1.0,334.019,0.813172,6.382,1.0,94.769,0.989247,2.621,0.0,2.901,0.989247,0.575750803202,0.75,156.97268078,1.0,462.097559812,1.0,-9999,-9999,28.2652315529,0.992607526882,-9999,-9999,394.372,0.963038,8.648,-9999,1.0,-9999,35.737,1.0,-9999,1.0,42.407,0.960349,-9999,0.640911,47.8018,0.995968,-9999,0.870716,0.517682,0.895833,0.0387681,0.526403,0.53783,0.559349,0.928091,0.929435,0.915995,3.48197,3.37941,3.42348,3.50154,2.90698,2.85025,2.88552,2.95138,3.10513,1.78535,2.27822,2.63272,2.36024,1.7122,1.96573,2.14892,2.69931,1.0
201406,16.619,0.777778,485.583,241.094,0.78125,373.311,0.65,6.302,0.775,94.643,0.6375,4.134,0.198611,2.746,0.635417,-9999,-9999,177.820989503,0.703472222222,537.75244169,0.704166666667,-9999,-9999,45.9046161352,0.701388888889,-9999,-9999,384.102,0.759028,14.322,-9999,0.774306,-9999,30.103,0.774306,-9999,1.0,84.9193,0.763194,-9999,0.814645,33.3687,0.75625,-9999,0.827281,-3.00451,0.718056,0.0752209,-3.12314,-3.06041,-3.03521,0.717361,0.717361,0.717361,7.59126,7.58212,7.6061,7.8456,10.7067,10.6665,10.7027,10.8542,5.9248,5.41136,6.16864,6.20947,9.59584,9.64452,10.2144,10.2588,5.53518,1.0
201407,16.895,0.981183,470.369,241.962,0.982527,365.136,0.981183,6.026,0.980511,94.714,0.968414,3.107,0.968414,2.994,0.964382,0.541735980274,0.815860215054,163.228951736,0.956989247312,492.466207639,0.956989247312,-9999,-9999,42.7621552761,0.952284946237,402.685647917,0.956989247312,378.176,0.975134,15.123,-9999,0.981183,-9999,28.247,0.980511,-9999,1.0,81.207,0.974462,-9999,0.738462,26.4852,0.975806,-9999,0.638448,-3.69194,0.938844,0.0997935,-3.71295,-3.66683,-3.61885,0.941532,0.952285,0.961694,9.1168,9.07394,9.10809,9.14314,12.7241,12.7225,12.7503,12.7827,8.00152,7.66865,8.00152,8.12962,12.31,12.2027,12.2922,12.3695,6.22844,1.0
201408,17.167,0.992608,412.09,199.827,0.988575,370.979,0.987903,4.909,0.992608,94.912,0.985215,3.769,0.980511,2.415,0.829973,-9999,-9999,132.666579167,0.967741935484,409.905461806,0.967741935484,-9999,-9999,34.7243512411,0.967069892473,404.85565625,0.967741935484,380.978,0.990591,15.677,-9999,0.987903,-9999,22.23,0.987903,-9999,1.0,71.843,0.987903,-9999,0.871385,24.3887,0.989919,-9999,0.664881,-4.26302,0.834005,0.112805,-4.25239,-4.15024,-3.76472,0.836694,0.863575,0.922043,4.57309,4.18402,4.40354,4.58634,8.33781,8.32163,8.34112,8.44877,6.13933,6.37013,6.69115,7.20886,9.23652,8.94953,9.22112,9.40127,6.74969,1.0
201409,12.266,0.988194,326.201,155.621,0.988889,340.762,0.988194,3.958,0.9875,94.994,0.979861,4.276,0.978472,3.046,0.765278,0.534232143496,0.63125,90.1103638493,0.965277777778,312.64114727,0.963888888889,-9999,-9999,26.9326297744,0.956944444444,377.325638306,0.965277777778,387.061,0.982639,11.947,-9999,0.988194,-9999,30.768,0.988194,-9999,1.0,51.1572,0.98125,-9999,0.711568,11.0877,0.984722,-9999,0.785088,-0.902504,0.966667,0.0924239,-0.902504,-0.320842,-0.122382,0.966667,0.970139,0.977083,5.507,4.73545,5.446,5.48185,5.61317,5.5866,5.69059,5.77014,5.26128,5.09119,5.69236,7.24728,6.16064,5.34559,5.65531,6.10143,3.9703,1.0
201410,5.435,1.0,231.252,88.464,1.0,313.516,1.0,2.405,1.0,94.37,1.0,2.048,1.0,3.316,0.91129,0.644414892608,0.712365591398,46.956218414,1.0,177.225859543,1.0,-9999,-9999,11.8284134572,0.990591397849,342.257697581,1.0,393.543,0.992608,7.047,-9999,1.0,-9999,32.813,1.0,-9999,1.0,21.9484,0.994624,-9999,0.360493,0.52612,0.998656,-9999,0.744062,1.53493,0.981855,0.0361612,1.51841,1.53358,1.54933,0.987231,0.986559,0.983199,3.11816,3.09629,3.13237,3.15415,1.58157,1.57294,1.59134,1.6169,2.3024,2.13895,2.25963,2.40281,1.31854,1.19664,1.25645,1.31854,1.61894,1.0
201411,-5.809,0.928472,152.996,52.84,0.927083,268.908,0.928472,0.999,0.927778,94.37,0.913194,1.025,0.913194,3.377,0.905556,0.636479547843,0.847222222222,19.9793572531,0.9,105.810554784,0.9,-9999,-9999,10.6889240728,0.894444444444,291.079691358,0.9,397.871,0.922222,2.053,-9999,0.928472,-9999,33.905,0.928472,-9999,1.0,15.6904,0.920139,-9999,0.280146,-3.14534,0.925,-9999,0.581426,0.386487,0.9125,0.02728,0.391208,0.404998,0.416328,0.913194,0.913889,0.913889,0.871073,0.855641,0.868404,0.873406,0.464472,0.456376,0.4639,0.468143,0.624499,0.670335,1.02461,1.04258,0.248775,0.256572,0.274502,0.320617,0.691923,1.0
201412,-6.532,0.992608,116.533,34.546,0.99328,272.246,0.992608,0.63,0.987903,94.978,0.981855,0.075,0.981855,2.981,0.702957,0.607241800768,0.540994623656,9.92461875,0.967741935484,71.7470770833,0.967741935484,-9999,-9999,8.48242291667,0.967741935484,287.26583125,0.967741935484,401.583,0.954301,0.981,-9999,0.992608,-9999,33.327,0.992608,-9999,1.0,9.14397,0.974462,-9999,0.155579,-7.82347,0.967742,-9999,0.621631,-0.383744,0.915995,0.0203198,-0.436318,-0.404111,-0.37282,0.918011,0.918683,0.915995,0.157017,0.120671,0.149911,0.157422,0.590126,0.503751,0.574689,0.590119,0.619268,0.558895,0.590812,0.598998,0.0175995,0.0150465,0.0169953,0.0183733,0.569472,1.0
