TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,PPFD_IN,PPFD_IN_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200401,-0.888,0.0,124.806,39.739,0.0,282.388,0.0,1.253,0.0,92.707,0.0,5.761,0.0,3.078,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,44.0321,0.0,-9999,-9999,97.4549,0.0,-9999,-9999,0.672809,0.0,-9999,-0.162936,0.657113,1.0263,0.0,0.0,0.0,1.71975,1.39042,1.71975,2.16132,0.733874,0.268242,1.25183,1.99107,1.51721,1.46454,1.51677,1.57844,4.26711,4.13552,4.26206,4.43773,-9999,-9999
200402,0.162,0.0,189.848,92.563,0.0,262.729,0.0,1.955,0.0,93.406,0.0,1.714,0.0,2.551,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,43.7703,0.0,-9999,-9999,97.5271,0.0,-9999,-9999,0.641105,0.0,-9999,-0.179551,0.621265,0.991925,0.0,0.0,0.0,1.81967,1.51439,1.81967,2.22297,0.875496,0.426492,1.36909,2.05764,1.92922,1.86225,1.92865,2.00708,7.87277,7.67184,7.86533,8.06045,-9999,-9999
200403,1.923,0.0,284.362,141.918,0.0,272.86,0.0,2.496,0.0,93.504,0.0,1.478,0.0,2.282,0.0443548,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,44.011,0.016801,-9999,-9999,97.2942,0.045027,-9999,-9999,0.711608,0.00806452,-9999,-0.171823,0.705373,1.10844,0.00268817,0.0127688,0.0174731,1.98813,1.73171,1.98813,2.32332,0.938075,0.528265,1.43316,2.13046,2.84158,2.74293,2.84074,2.95626,10.4412,10.1998,10.4313,10.6171,-9999,-9999
200404,7.11,0.0,381.186,197.609,0.0,293.578,0.0,3.657,0.0,92.882,0.0,2.372,0.0,2.556,0.995833,0.537949348025,0.822916666667,-9999,-9999,383.14,0.990278,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,51.7863,0.851389,-9999,-9999,70.4859,0.981944,-9999,-9999,-1.61163,0.53125,-9999,-1.87556,-1.69331,-1.61163,0.693056,0.575694,0.53125,2.48641,2.3801,2.48641,2.61667,4.18965,4.10261,4.20274,4.25775,5.61892,5.42385,5.61727,5.84569,13.3005,13.0152,13.2879,13.4593,-9999,-9999
200405,9.586,0.0,453.752,218.566,0.0,304.215,0.0,4.192,0.0,93.093,0.0,3.196,0.0,2.5,0.982527,0.517903832413,0.854838709677,-9999,-9999,372.551,0.962366,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,76.028,0.820565,-9999,-9999,57.5337,0.972446,-9999,-9999,-4.02476,0.501344,-9999,-3.99939,-3.88757,-3.77349,0.452285,0.601478,0.348118,2.72777,2.71912,2.72088,2.74729,6.51436,6.49451,6.60628,6.74318,7.61575,7.35124,7.59697,7.91246,14.3106,14.0061,14.2969,14.4748,-9999,-9999
200406,13.983,0.0,485.381,237.068,0.0,326.172,0.0,5.508,0.0,93.524,0.0,2.936,0.0,2.371,0.997222,0.484977321909,0.855555555556,-9999,-9999,363.791,0.922222,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,111.475,0.790972,-9999,-9999,48.8581,0.984028,-9999,-9999,-4.52924,0.475694,-9999,-5.11756,-4.96817,-4.7339,0.356944,0.638194,0.391667,3.1567,2.96555,3.10672,3.34467,7.89655,7.68926,8.1511,8.39408,12.4534,12.0209,12.4227,12.9386,15.2776,14.9583,15.2631,15.4364,-9999,-9999
200407,15.543,0.0,467.938,236.366,0.0,336.129,0.0,5.341,0.0,93.48,0.0,4.334,0.0,2.323,0.99664,0.495191812658,0.851478494624,-9999,-9999,363.673,0.946237,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,121.215,0.832661,-9999,-9999,54.564,0.975134,-9999,-9999,-4.72589,0.459677,-9999,-5.0407,-4.77134,-4.5874,0.663306,0.168683,0.229839,3.30861,3.03916,3.23797,3.57534,8.32117,7.53829,8.17666,8.59282,14.5572,14.0516,14.5213,15.1244,15.2587,14.942,15.2441,15.4101,-9999,-9999
200408,16.247,0.0,406.044,200.722,0.0,340.442,0.0,5.221,0.0,93.238,0.0,4.396,0.0,2.494,0.994624,0.496004891733,0.835349462366,-9999,-9999,360.399,0.921371,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,114.771,0.796371,-9999,-9999,42.3863,0.976478,-9999,-9999,-4.85631,0.415323,-9999,-5.28702,-4.92916,-4.29208,0.639113,0.510753,0.321237,3.37702,3.07237,3.29709,3.68939,8.30619,7.31003,8.21745,8.98611,15.5298,14.9904,15.4915,16.1348,13.7035,13.4073,13.6904,13.8732,-9999,-9999
200409,12.602,0.3625,316.838,149.792,0.363889,322.448,0.0,3.75,0.3625,93.728,0.0,2.213,0.0,2.874,0.975,0.528936991057,0.8125,-9999,-9999,369.319,0.9625,13.477,13.523,13.564,13.525,13.253,0.781944,0.781944,0.781944,0.781944,0.781944,14.073,12.368,14.038,8.903,0.781944,0.781944,0.781944,0.781944,-9999,1.0,70.8419,0.921528,-9999,2.00604,38.2013,0.988889,-9999,0.979044,-2.72152,0.688194,0.105601,-3.0333,-2.89877,-2.77997,0.588194,0.759722,0.713194,2.78231,2.666,2.75136,2.77779,5.5638,5.46367,5.59994,5.76293,9.73801,9.68901,9.8419,10.0274,10.0069,9.90548,9.96135,10.077,-9999,-9999
200410,9.736,1.0,220.146,89.628,1.0,315.561,0.0,2.122,1.0,93.004,0.0,2.618,0.0,2.324,0.997312,0.461257652752,0.819220430108,172.361517473,1.0,379.106,1.0,10.607,10.873,10.992,11.206,11.2,1.0,1.0,1.0,1.0,1.0,18.83,16.402,18.122,13.591,1.0,1.0,1.0,1.0,-9999,1.0,45.7639,0.999328,-9999,1.27418,14.9073,1.0,-9999,1.09847,0.192075,0.986559,0.152138,-0.456176,-0.0854725,0.192075,0.99664,0.760753,0.986559,2.79275,1.81871,2.85079,3.95766,2.74892,2.27714,2.75556,3.66599,3.65008,1.79031,2.4372,3.65008,3.12406,2.02858,2.65994,3.05709,-9999,-9999
200411,1.893,1.0,142.281,47.032,1.0,285.833,0.0,0.747,1.0,93.546,0.0,1.299,0.0,2.291,0.99375,0.444315556802,0.765277777778,90.4702464391,0.999305555556,378.889,1.0,4.741,5.843,6.36,7.418,8.018,1.0,1.0,1.0,1.0,1.0,18.685,15.812,17.895,14.945,1.0,1.0,1.0,1.0,-9999,1.0,16.308,1.0,-9999,1.0073,8.26044,1.0,-9999,0.791769,-0.0756029,0.99375,0.128572,-0.322181,-0.256412,-0.0969308,1.0,0.998611,0.989583,1.47482,1.44492,1.76718,2.0433,1.72423,1.75506,1.87643,2.14023,1.92844,2.05832,2.31074,2.7398,1.45783,1.4841,1.70574,1.99592,-9999,-9999
200412,-1.666,1.0,107.497,33.239,1.0,267.3,0.0,0.469,1.0,93.388,0.0,2.223,0.0,2.335,0.905242,0.447696549208,0.702956989247,63.9221028226,1.0,391.831,1.0,2.493,3.215,3.555,4.44,5.041,1.0,1.0,1.0,1.0,1.0,18.479,15.701,17.991,16.9,1.0,1.0,1.0,1.0,-9999,1.0,11.3706,0.998656,-9999,1.00373,10.208,1.0,-9999,1.02273,0.408338,0.903898,0.10294,-0.485795,0.306344,0.803783,0.97379,0.903226,0.891801,0.89124,0.630515,1.39567,2.19648,0.664394,0.772648,1.11298,1.48179,2.53547,1.80737,2.38572,3.1827,0.636957,0.360792,0.462129,0.481906,-9999,-9999
200501,-1.735,0.993952,124.806,49.315,0.994624,264.948,0.0,0.944,0.993952,93.751,0.0,2.718,0.0,3.043,0.949597,0.542736988173,0.752016129032,100.327355556,0.967741935484,384.822,0.99328,2.12,2.604,2.816,3.42,3.836,1.0,1.0,1.0,1.0,1.0,18.849,15.947,18.163,17.578,1.0,1.0,1.0,1.0,-9999,1.0,19.3055,0.99328,-9999,0.806703,8.90248,0.99328,-9999,1.05611,1.65209,0.959005,0.112278,0.812071,1.54779,2.45086,0.990591,0.959005,0.96707,2.80429,2.24337,2.84046,4.2492,1.42139,1.30988,1.43886,1.85852,2.73822,2.44323,2.53413,2.74752,0.960078,0.759233,0.865211,0.909831,-9999,-9999
200502,-3.297,1.0,188.365,61.313,1.0,266.427,0.0,0.678,1.0,93.116,0.0,3.057,0.0,2.584,0.99628,0.482012914295,0.837797619048,125.712913953,0.995535714286,403.174,1.0,1.573,1.995,2.162,2.664,3.0,1.0,1.0,1.0,1.0,1.0,19.095,16.041,18.284,18.177,1.0,1.0,1.0,1.0,-9999,1.0,20.5705,0.999256,-9999,0.772812,23.2572,1.0,-9999,0.955135,0.463687,0.997024,0.123903,-0.424858,0.352196,1.59116,0.998512,0.997024,0.8125,1.20607,1.02255,1.34664,3.17744,0.973036,1.01385,1.4594,1.51613,2.1041,1.43668,1.79992,2.31446,0.342105,0.446216,0.771443,0.923022,-9999,-9999
200503,3.614,1.0,281.047,139.75,1.0,276.123,0.0,2.49,1.0,93.185,0.0,1.811,0.0,2.494,0.997984,0.481832543297,0.805107526882,290.796694759,0.997983870968,386.773,1.0,4.535,4.371,4.246,4.094,3.926,1.0,1.0,1.0,1.0,1.0,19.604,16.474,18.511,18.321,1.0,1.0,1.0,1.0,-9999,1.0,27.3268,1.0,-9999,0.819693,54.3161,1.0,-9999,1.16383,0.64243,0.977151,0.0973825,0.60473,0.675806,1.28804,0.993952,0.975806,0.90793,2.6864,2.2703,2.83726,3.44676,2.03042,1.66557,2.05457,2.24565,2.21961,1.60046,1.92156,2.95201,1.65857,1.50505,1.58818,2.23077,-9999,-9999
200504,7.327,1.0,378.28,155.871,1.0,299.96,0.0,3.607,1.0,93.034,0.0,3.413,0.0,2.505,0.995833,0.498924171026,0.830555555556,327.126644238,0.999305555556,391.317,1.0,7.482,7.319,7.202,7.02,6.748,1.0,1.0,1.0,1.0,1.0,20.46,17.519,19.029,18.354,1.0,1.0,1.0,1.0,-9999,1.0,41.943,0.997222,-9999,1.10596,49.559,0.998611,-9999,1.06244,-1.35889,0.910417,0.0755667,-1.58222,-1.44257,-1.35561,0.800694,0.978472,0.90625,1.12349,0.822872,1.13371,1.42602,2.42101,2.34523,2.44722,2.78409,2.43498,1.78735,2.55878,2.85513,3.16735,2.84262,3.37927,3.75125,-9999,-9999
200505,11.914,1.0,451.951,210.405,1.0,314.526,0.0,5.569,1.0,93.376,0.0,4.334,0.0,2.386,1.0,0.483984645932,0.846102150538,440.822272077,0.999327956989,389.114,1.0,10.704,10.376,10.142,9.563,8.951,1.0,1.0,1.0,1.0,1.0,20.333,17.286,19.033,18.595,1.0,1.0,1.0,1.0,-9999,1.0,76.9795,0.99664,-9999,1.62858,44.4401,0.997984,-9999,1.05828,-3.09237,0.882392,0.104475,-3.45654,-3.32421,-3.03664,0.950269,0.916667,0.799059,2.84329,2.54178,2.87933,3.5693,6.17982,5.97633,6.12968,6.41389,3.04875,2.33134,3.20456,4.44313,6.25857,5.82719,6.2382,6.4923,-9999,-9999
200506,16.727,1.0,485.114,275.983,1.0,329.217,0.0,8.118,1.0,93.574,0.0,2.395,0.0,2.218,0.999306,0.475119122949,0.863194444444,578.927044444,1.0,369.507,1.0,14.327,13.781,13.425,12.539,11.645,1.0,1.0,1.0,1.0,1.0,14.693,14.08,18.283,16.128,0.808333,1.0,1.0,1.0,-9999,1.0,105.203,0.998611,-9999,1.75171,53.7905,1.0,-9999,1.14738,-4.21224,0.949306,0.110028,-4.84554,-4.45643,-3.89799,0.986806,0.960417,0.918056,4.9382,4.25722,5.11716,6.79433,9.533,9.18016,9.61117,10.6923,5.09363,3.87818,6.17572,7.85229,9.83848,9.10044,10.1365,11.1919,-9999,-9999
200507,16.591,1.0,469.256,224.846,1.0,342.008,0.0,6.531,1.0,93.375,0.0,3.811,0.0,2.167,1.0,0.46743627437,0.862231182796,470.840540294,0.998655913978,368.16,1.0,15.281,14.991,14.764,14.149,13.428,1.0,1.0,1.0,1.0,1.0,15.613,14.944,18.99,13.622,1.0,1.0,1.0,1.0,-9999,1.0,109.757,0.997984,-9999,1.70114,39.8558,0.998656,-9999,1.02768,-3.84072,0.930108,0.106956,-4.38901,-3.9859,-3.53048,0.981855,0.943548,0.885753,3.78475,2.64561,3.95675,5.37444,7.7003,7.01172,7.84298,8.81873,6.5989,5.17773,6.4675,7.58716,10.1989,8.47245,9.55483,10.0229,-9999,-9999
200508,14.46,1.0,408.592,197.081,1.0,334.545,0.0,4.39,1.0,93.438,0.0,5.286,0.0,2.094,0.963038,0.456599805492,0.793682795699,411.923952519,0.998655913978,374.468,1.0,14.18,14.118,14.015,13.749,13.355,1.0,1.0,1.0,1.0,1.0,17.257,15.876,20.279,16.063,1.0,1.0,1.0,1.0,-9999,1.0,96.3098,0.999328,-9999,1.80955,43.3723,1.0,-9999,0.977803,-3.31812,0.96371,0.137398,-4.25367,-3.32738,-3.23877,0.784274,0.959677,0.981855,4.06709,3.10253,3.78338,4.09501,7.31694,6.86367,7.31694,7.44779,3.57972,3.87065,5.02709,6.71792,7.3781,7.22149,7.92775,8.88356,-9999,-9999
200509,13.816,1.0,320.013,155.009,1.0,324.11,0.750694,4.075,1.0,93.538,0.950694,2.46,0.0,2.102,0.995833,0.432058185384,0.830555555556,327.495388342,0.997916666667,367.271,1.0,14.133,14.184,14.149,13.99,13.636,1.0,1.0,1.0,1.0,1.0,15.361,14.368,17.352,11.82,1.0,1.0,1.0,1.0,-9999,1.0,68.8736,1.0,-9999,1.34399,35.7893,1.0,-9999,0.948226,-2.31474,0.974306,0.107895,-2.7823,-2.25094,-1.65525,0.988194,0.978472,0.876389,3.8786,2.9936,4.08808,4.71533,6.12088,5.77591,6.29145,6.46235,3.58512,3.2843,4.40008,7.39718,6.36056,6.17442,7.02451,8.17282,-9999,-9999
200510,9.833,1.0,223.17,91.218,1.0,306.336,1.0,2.326,1.0,93.584,0.997984,2.016,0.0,1.744,0.993952,0.344010314339,0.783602150538,198.047905971,0.999327956989,384.369,1.0,10.736,11.026,11.111,11.296,11.298,1.0,1.0,1.0,1.0,1.0,18.333,16.271,19.442,15.663,1.0,1.0,1.0,1.0,-9999,1.0,39.2762,1.0,-9999,1.29654,14.692,1.0,-9999,1.0023,0.415664,0.876344,0.0849767,-1.39715,0.211645,0.523854,0.991935,0.903226,0.729839,2.97894,1.59295,3.83764,4.84608,3.29264,3.01897,3.49936,4.10813,2.90181,2.685,2.90181,3.37791,3.02693,2.86381,3.05642,3.58549,-9999,-9999
200511,2.185,1.0,144.251,58.136,1.0,278.562,1.0,1.25,1.0,93.3,0.995833,1.599,0.0,2.0,0.927083,0.409096576415,0.723611111111,119.803723818,0.999305555556,392.812,1.0,6.013,7.179,7.674,8.682,9.216,1.0,1.0,1.0,1.0,1.0,18.061,16.069,19.566,17.354,1.0,1.0,1.0,1.0,-9999,1.0,22.4252,1.0,-9999,1.06553,15.6135,1.0,-9999,1.04064,0.363779,0.942361,0.10292,-0.453212,0.065991,0.558436,0.996528,0.956944,0.624306,1.66627,0.918685,1.76905,4.56915,1.81719,1.3719,1.81719,4.01071,3.60737,1.78731,2.25612,3.46783,2.03746,1.40146,1.55454,1.75918,-9999,-9999
200512,-2.921,0.978495,107.818,26.671,0.979167,284.193,0.978495,0.382,0.978495,93.217,0.974462,2.817,0.0,2.371,0.964382,0.436248199829,0.795698924731,47.7844194746,0.966397849462,427.753,0.978495,2.027,3.007,3.411,4.379,5.043,1.0,1.0,1.0,1.0,1.0,18.829,17.046,21.101,19.324,1.0,1.0,1.0,1.0,-9999,1.0,16.4723,0.973118,-9999,0.586627,9.70276,0.978495,-9999,0.926608,-0.273434,0.891801,0.090254,-0.601239,-0.268388,0.0417452,0.869624,0.913978,0.821909,1.13338,0.723985,1.16195,3.06454,1.26153,1.41154,1.55894,2.47835,1.32433,0.694143,1.89735,2.85512,1.34579,0.615818,0.729612,1.22096,-9999,-9999
200601,-4.34,0.940188,124.806,48.692,0.94086,251.664,0.940188,0.637,0.940188,93.627,0.924731,1.245,0.0,2.01,0.917339,0.443416111411,0.760080645161,98.1079744971,0.924731182796,410.091,0.938844,0.055,0.974,1.354,2.272,2.907,1.0,1.0,1.0,1.0,1.0,18.608,16.938,20.996,19.128,1.0,1.0,1.0,1.0,-9999,1.0,11.8031,0.9375,-9999,0.587001,0.715936,0.938844,-9999,1.24929,0.799106,0.734543,0.160243,-0.236324,0.762234,1.21965,0.857527,0.803763,0.711694,4.91028,3.62412,4.91028,5.97773,4.43585,4.04172,4.44741,4.81905,1.95534,1.08778,2.04224,4.44647,1.30778,0.884918,1.41235,2.01378,-9999,-9999
200602,-2.298,1.0,188.365,57.51,1.0,269.79,1.0,0.735,1.0,92.88,0.998512,2.356,0.0,2.721,0.927083,0.541811727336,0.720238095238,117.759051608,0.999255952381,394.539,1.0,0.164,0.727,0.953,1.583,2.004,1.0,1.0,1.0,1.0,1.0,18.765,17.248,21.728,19.214,1.0,1.0,1.0,1.0,-9999,1.0,13.4834,0.998512,-9999,0.712515,7.52562,1.0,-9999,1.41624,0.656364,0.953125,0.140031,0.103163,0.585886,1.65883,0.974702,0.953125,0.912946,2.18885,1.77004,2.21729,3.18941,1.6588,1.30046,1.53923,1.62384,4.24242,2.23469,3.1454,4.08191,1.98374,0.842856,1.25418,1.93202,-9999,-9999
200603,0.443,1.0,281.047,104.748,0.997312,287.417,1.0,1.201,1.0,92.675,0.997984,5.783,0.0,3.605,0.983871,0.64915089964,0.83064516129,218.729975978,0.996639784946,401.16,1.0,2.158,2.29,2.264,2.395,2.469,1.0,1.0,1.0,1.0,1.0,19.789,18.341,22.982,20.795,1.0,1.0,1.0,1.0,-9999,1.0,26.2301,0.988575,-9999,0.648101,30.4264,1.0,-9999,1.23185,-1.04695,0.941532,0.0955889,-1.23193,-1.12935,-0.570724,0.976478,0.949597,0.783602,0.439571,0.385503,0.509319,1.03513,1.59549,1.54204,1.62412,1.68133,3.04207,2.29836,2.78844,3.0019,2.13841,1.38107,1.71393,1.97587,-9999,-9999
200604,6.595,1.0,378.28,159.937,0.99375,299.687,1.0,2.892,1.0,93.091,0.997917,3.682,0.0,2.337,0.994444,0.468222718392,0.83125,327.530075285,0.997222222222,379.995,0.997222,6.594,6.392,6.16,5.812,5.43,1.0,1.0,1.0,1.0,1.0,21.391,19.441,23.254,21.674,1.0,1.0,1.0,1.0,-9999,1.0,45.3327,0.990972,-9999,1.17878,49.7057,0.997917,-9999,1.28437,-1.21269,0.875694,0.130632,-1.34552,-1.17631,-0.854191,0.830556,0.86875,0.976389,2.6939,2.15792,2.6062,2.71388,3.67865,3.40909,3.56989,3.86569,2.40218,2.0436,2.40218,3.07421,3.28391,2.93469,3.07404,3.4716,-9999,-9999
200605,11.032,0.997312,451.951,188.692,0.997984,321.758,0.997312,4.068,0.997312,93.352,0.987231,4.654,0.0,2.815,0.982527,0.553093344645,0.864247311828,398.767190789,0.989247311828,365.728,1.0,10.29,10.051,9.793,9.256,8.639,1.0,1.0,1.0,1.0,1.0,21.616,20.28,22.449,21.205,1.0,1.0,1.0,1.0,-9999,1.0,71.3384,0.985215,-9999,1.2504,42.0372,0.997984,-9999,1.05053,-3.10718,0.863575,0.12686,-3.272,-3.1911,-1.85628,0.909946,0.955645,0.815188,3.98797,3.91404,4.23795,5.67261,7.31684,7.07884,7.31197,7.46219,7.05679,5.87639,6.54319,7.45374,8.84543,8.03101,8.43443,8.98113,-9999,-9999
200606,16.025,1.0,485.114,267.068,1.0,324.735,1.0,7.479,1.0,93.694,0.998611,2.065,0.0,2.163,1.0,0.442258974672,0.852083333333,563.122791209,0.998611111111,345.864,1.0,13.762,12.911,12.4,11.44,10.56,1.0,1.0,1.0,1.0,1.0,17.398,16.088,17.421,15.535,1.0,1.0,1.0,1.0,-9999,1.0,99.2857,1.0,-9999,1.85473,52.698,1.0,-9999,1.26587,-2.63227,0.907639,0.10943,-3.79602,-2.70442,-2.10806,0.982639,0.914583,0.833333,5.47415,5.12947,5.67034,6.77829,8.66246,8.53306,8.90432,9.13447,8.48153,6.76769,8.26914,11.1927,10.8047,10.4357,10.9448,11.8487,-9999,-9999
200607,21.034,1.0,469.256,283.101,1.0,343.297,1.0,11.176,1.0,93.686,1.0,1.783,0.0,2.177,1.0,0.46449493593,0.849462365591,599.094938172,1.0,348.139,1.0,18.738,17.351,16.692,15.478,14.323,1.0,1.0,1.0,1.0,1.0,13.947,12.356,13.732,11.099,1.0,1.0,1.0,1.0,-9999,1.0,98.3436,0.998656,-9999,1.74487,67.9746,1.0,-9999,1.35551,-2.06174,0.896505,0.104819,-2.65451,-2.06174,-1.72715,0.969086,0.896505,0.788306,6.67305,5.29878,7.12524,8.04639,8.99207,8.06857,9.12929,9.743,7.77204,5.96108,8.82733,10.427,9.69642,8.69207,10.0722,10.9983,-9999,-9999
200608,12.455,1.0,408.592,146.647,1.0,340.343,1.0,3.089,1.0,93.124,0.989919,6.266,0.0,2.56,0.99664,0.492608268976,0.856182795699,313.302118351,0.997311827957,368.513,0.999328,13.226,13.5,13.547,13.562,13.332,1.0,1.0,1.0,1.0,1.0,18.376,16.523,18.288,13.923,1.0,1.0,1.0,1.0,-9999,1.0,76.8843,0.995296,-9999,1.38575,21.4632,1.0,-9999,0.994957,-2.65016,0.869624,0.0966319,-3.02519,-2.89498,-2.69212,0.977151,0.782258,0.909274,4.11042,3.46136,4.411,4.55486,6.92453,6.3094,7.15736,7.38728,3.72402,2.88996,3.52729,4.18985,6.32476,6.19137,6.32476,6.71027,-9999,-9999
200609,15.518,1.0,320.013,156.296,1.0,335.772,1.0,4.354,1.0,93.362,0.993056,3.323,0.0,2.156,1.0,0.425237750101,0.827777777778,340.182582683,0.998611111111,359.378,0.999306,15.573,15.149,14.819,14.175,13.573,0.990972,0.990972,0.993056,0.993056,0.99375,18.095,16.455,18.338,14.269,0.984028,0.99375,0.982639,0.993056,-9999,1.0,67.9173,0.996528,-9999,1.49303,33.0037,0.999306,-9999,1.0137,-2.13533,0.893056,0.0960654,-2.57295,-2.17066,-1.98746,0.829167,0.979861,0.925694,4.74576,4.115,4.38784,4.61691,6.73322,6.41985,6.67079,6.82644,5.70023,4.26499,5.70023,8.90397,7.49948,6.53511,7.33337,7.83421,-9999,-9999
200610,11.29,1.0,223.17,98.582,1.0,313.141,1.0,2.753,1.0,93.289,0.998656,1.587,0.0,2.386,0.995968,0.434112875971,0.787634408602,218.068977394,0.998655913978,365.83,1.0,12.346,12.637,12.669,12.719,12.573,1.0,1.0,1.0,1.0,1.0,19.902,18.269,22.122,18.182,1.0,1.0,1.0,1.0,-9999,1.0,45.2038,0.999328,-9999,1.19549,19.8417,1.0,-9999,1.01029,-0.256521,0.944892,0.091331,-0.352887,-0.252119,0.146107,0.971102,0.955645,0.872312,4.33762,3.65902,4.39013,5.43918,4.63391,4.0159,4.63391,5.23888,4.16837,2.95368,4.0532,7.65521,4.1301,3.70727,4.17879,4.95025,-9999,-9999
200611,6.054,1.0,144.251,62.596,1.0,284.65,1.0,2.321,1.0,93.574,0.998611,2.114,0.0,2.601,0.995833,0.465848328343,0.761805555556,134.275417509,0.998611111111,385.436,1.0,7.693,8.609,8.949,9.613,9.919,1.0,1.0,1.0,1.0,1.0,20.113,18.81,22.811,19.014,1.0,1.0,1.0,1.0,-9999,1.0,24.2619,1.0,-9999,0.956526,13.0455,0.999306,-9999,1.03877,1.06362,0.934028,0.123028,1.03037,1.29505,1.58093,0.985417,0.946528,0.729167,2.77749,2.44024,2.78773,3.05122,1.61275,1.28239,1.41728,1.61275,2.18084,1.34422,2.24946,2.99053,0.808969,0.713319,0.948852,1.33407,-9999,-9999
200612,0.998,1.0,107.818,39.475,1.0,276.964,1.0,1.146,1.0,93.987,0.992608,1.576,0.0,2.258,1.0,0.463016704544,0.793010752688,82.8697038435,0.999327956989,377.382,1.0,3.484,4.884,5.409,6.466,7.094,0.997984,0.997984,0.997984,0.997984,0.997984,21.45,19.452,22.795,19.764,0.997984,0.997984,0.997984,0.997984,-9999,1.0,9.80203,0.998656,-9999,0.634931,8.72921,0.999328,-9999,0.91906,-0.94476,0.907258,0.104325,-1.64842,-0.89088,-0.0587926,0.959677,0.899194,0.726478,0.838769,0.589365,0.709772,0.829025,1.70876,0.751287,1.56431,2.23109,1.88426,1.73964,2.74124,4.17688,0.010664,0.403802,0.830777,1.274,-9999,-9999
200701,1.831,1.0,124.806,38.118,0.984543,295.841,1.0,0.925,1.0,93.644,0.995968,3.448,0.0,4.193,0.950941,0.721498152998,0.761424731183,74.955422043,1.0,391.433,1.0,4.241,4.92,5.102,5.599,5.867,1.0,1.0,1.0,1.0,1.0,20.362,22.808,19.91,21.945,1.0,1.0,1.0,1.0,-9999,1.0,15.3063,0.993952,-9999,0.845646,14.1135,0.997312,-9999,1.28615,2.92714,0.961694,0.114405,2.37106,2.70543,3.4717,0.987903,0.969086,0.954301,3.52283,3.27118,3.68575,4.30668,0.905227,0.777484,0.825809,0.893887,4.29755,4.39618,4.68773,5.02994,2.26305,1.05017,1.1675,1.35094,-9999,-9999
