TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_5,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_5_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200803,2.79,0.962366,267.429,77.626,0.930108,291.829,0.0,1.025,0.962366,95.06,0.927419,5.869,1.0,3.103,0.925403,0.745224860989,0.670698924731,46.1071428571,0.903225806452,169.763392857,0.903225806452,396.307,0.961022,3.338,3.391,3.552,3.959,4.559,-9999,0.962366,0.962366,0.962366,0.962366,0.962366,-9999,39.707,24.173,24.997,-9999,-9999,0.962366,0.0,0.0,-9999,-9999,-0.349433,0.961694,6.85808,0.940188,20.1639,0.228869,8.4883,0.94422,24.957,0.817759,-0.738691,0.935484,0.0348212,-0.764017,-0.74311,-0.732927,0.931452,0.935484,0.9375,1.61836,1.60846,1.61874,1.63554,2.36172,2.33615,2.36172,2.40851,2.16994,2.03987,2.07633,2.12876,2.60139,2.5878,2.65385,2.68328,-9999,-9999
200804,6.248,1.0,369.986,145.477,1.0,294.019,0.0,2.372,1.0,95.484,1.0,2.82,1.0,1.978,0.996528,0.552831336128,0.744444444444,89.55,1.0,279.840972222,1.0,397.15,1.0,5.839,5.716,5.506,5.651,5.431,-9999,1.0,1.0,1.0,1.0,1.0,-9999,39.097,24.175,24.997,-9999,-9999,1.0,0.0,0.0,-9999,-9999,1.37365,1.0,21.6501,0.992361,27.2982,0.34638,47.8931,0.997917,60.3874,0.881485,-2.27503,0.967361,0.060699,-2.31907,-2.29323,-2.27503,0.979167,0.970833,0.967361,2.86014,2.6857,2.83037,3.00936,5.1474,5.01178,5.12682,5.28407,2.87312,2.87312,2.96921,3.1125,5.22674,5.12555,5.1622,5.19754,-9999,-9999
200805,13.89,0.953629,448.856,220.244,0.956317,324.512,0.0,5.888,0.953629,95.91,0.934812,1.981,1.0,1.934,0.93414,0.526111822606,0.774865591398,143.493990048,0.930779569892,431.217742501,0.930779569892,386.791,0.952957,10.753,10.485,10.002,9.901,8.989,-9999,0.953629,0.953629,0.953629,0.953629,0.953629,-9999,37.528,24.176,24.996,-9999,-9999,0.953629,0.0,0.0,-9999,-9999,1.93682,0.952957,44.8243,0.950269,48.3908,0.546694,84.536,0.951613,91.2623,1.09778,-3.83087,0.936156,0.0562106,-3.89924,-3.8545,-3.73505,0.938844,0.952285,0.931452,4.12276,4.09342,4.14564,4.27309,7.99658,7.95697,7.99658,8.03607,5.01321,4.49562,4.89307,5.0442,8.1735,8.08792,8.23598,8.34483,-9999,-9999
200806,14.322,0.961806,483.967,214.347,0.964583,335.901,0.0,3.912,0.961806,96.04,0.9375,2.373,1.0,1.961,0.930556,0.501607209543,0.699305555556,149.103074034,0.925694444444,431.791787957,0.926388888889,381.075,0.961111,12.544,12.375,12.026,11.97,11.242,-9999,0.961806,0.961806,0.961806,0.961806,0.961806,-9999,36.931,24.175,24.997,-9999,-9999,0.961806,0.0,0.0,-9999,-9999,0.0899604,0.960417,51.0647,0.959722,70.9482,0.605668,51.9659,0.958333,72.2004,0.896583,-4.46139,0.925694,0.07672,-4.59195,-4.55575,-4.49339,0.936806,0.951389,0.921528,5.94873,5.77837,5.88509,6.10732,10.527,10.3278,10.5099,10.6183,4.71714,5.55218,6.07202,6.55767,10.6556,9.97676,10.3998,10.6556,-9999,-9999
200807,15.116,0.899194,464.832,202.495,0.906586,343.38,0.0,3.704,0.899194,95.955,0.836694,2.861,1.0,2.065,0.933468,0.546698360774,0.666666666667,137.601871894,0.836693548387,400.530769,0.836693548387,384.49,0.974462,13.335,13.184,12.864,12.83,12.228,-9999,0.899194,0.899194,0.899194,0.899194,0.899194,-9999,36.861,24.176,24.997,-9999,-9999,0.898522,0.0,0.0,-9999,-9999,0.297832,0.897849,49.1135,0.885081,79.419,0.622124,38.8583,0.94086,62.8358,0.808279,-4.56334,0.915323,0.075904,-4.55792,-4.52925,-4.50712,0.927419,0.933468,0.918683,5.78302,5.57735,5.77777,5.98201,10.2901,10.098,10.2846,10.5024,6.12736,5.82257,6.12736,6.2745,10.0868,9.9955,10.128,10.2424,-9999,-9999
200808,15.019,1.0,397.284,158.551,1.0,344.375,0.0,2.846,1.0,95.78,0.999328,3.445,1.0,2.187,0.997312,0.547576303553,0.777553763441,103.293811485,0.999327956989,309.543010753,0.999327956989,400.965,1.0,14.274,14.182,13.931,13.955,13.481,-9999,1.0,1.0,1.0,1.0,1.0,-9999,36.909,24.173,24.997,-9999,-9999,1.0,0.0,0.0,-9999,-9999,-0.412935,1.0,42.8998,0.992608,73.7527,0.591973,20.4174,0.943548,35.1013,0.632792,-3.76594,0.983871,0.0709288,-3.86497,-3.7092,-3.66263,0.985887,0.983871,0.986559,5.23417,4.66296,5.21056,5.25765,8.8968,8.54097,8.87841,8.9195,6.508,6.25241,6.40147,6.47003,9.58092,9.48197,9.59479,9.68246,-9999,-9999
200809,10.393,1.0,301.968,115.795,1.0,316.132,0.0,1.651,1.0,96.162,1.0,2.49,1.0,1.888,0.99375,0.508461469782,0.74375,61.9914170778,0.988194444444,230.275,1.0,407.303,1.0,11.33,11.408,11.52,11.814,12.167,-9999,1.0,1.0,1.0,1.0,1.0,-9999,36.721,24.175,24.997,-9999,-9999,1.0,0.0,0.0,-9999,-9999,-1.94097,1.0,28.8922,0.999306,42.3479,0.434525,18.4528,1.0,27.0467,0.753219,-3.78584,0.984028,0.0663117,-3.78104,-3.66261,-3.56269,0.922917,0.984028,0.991667,4.50862,4.2948,4.50995,4.62217,8.12827,8.01553,8.10741,8.41308,3.09356,3.07366,3.24675,3.45936,7.70801,7.364,7.45979,7.64458,-9999,-9999
200810,7.7,1.0,201.262,60.84,1.0,310.076,0.0,0.641,1.0,95.996,1.0,3.052,1.0,1.897,0.991935,0.537572411372,0.622311827957,27.6131248721,0.99126344086,125.484543011,1.0,414.954,1.0,8.993,9.088,9.22,9.589,10.156,-9999,1.0,1.0,1.0,1.0,1.0,-9999,37.526,24.176,24.996,-9999,-9999,1.0,0.0,0.0,-9999,-9999,-0.899668,1.0,9.09589,0.994624,32.5722,0.251159,0.295244,0.997312,1.05726,0.607952,-0.580984,0.968414,0.0552456,-0.612635,-0.567887,-0.481698,0.979839,0.971774,0.995968,3.09277,3.05697,3.093,3.12274,3.71464,3.58875,3.6541,3.69944,3.40518,2.77843,3.23453,3.52251,3.76679,3.33219,3.66696,3.76154,-9999,-9999
200811,4.251,1.0,122.334,25.634,1.0,304.564,0.0,0.368,1.0,95.696,1.0,2.308,1.0,2.198,0.981944,0.605615098977,0.623611111111,8.94305555556,1.0,52.4486111111,1.0,423.408,0.998611,6.465,6.614,6.895,7.387,8.334,-9999,1.0,1.0,1.0,1.0,1.0,-9999,37.751,24.175,24.997,-9999,-9999,1.0,0.0,0.0,-9999,-9999,-1.15324,1.0,1.32601,0.997222,-0.850794,0.124055,-16.0139,1.0,10.2749,0.697138,0.815052,0.995833,0.0395533,0.651201,0.758643,0.839188,0.997222,0.997222,0.99375,2.06823,2.02986,2.05817,2.13049,1.36761,1.26187,1.2913,1.38098,2.47055,2.4068,2.48828,2.62988,1.658,1.45524,1.61422,1.65814,-9999,-9999
200812,0.1,1.0,87.8868,23.782,0.998656,279.54,0.0,0.312,1.0,96.039,1.0,2.521,1.0,1.938,0.926747,0.514721885378,0.551747311828,-1.29855914028,0.959677419355,47.4126344086,1.0,426.325,0.998656,2.589,2.783,3.217,3.842,5.203,-9999,1.0,1.0,1.0,1.0,1.0,-9999,38.263,24.176,24.997,-9999,-9999,1.0,0.0,0.0,-9999,-9999,-1.10979,1.0,0.485933,0.975806,0.0269959,0.0564452,-11.9245,0.995968,-0.662463,0.738073,0.464315,0.968414,0.0227897,0.44195,0.457539,0.508874,0.97379,0.973118,0.96371,1.37766,1.27995,1.33665,1.37758,0.918608,0.761183,0.89454,0.919634,1.26745,1.16785,1.2931,1.48131,1.50906,0.474012,1.43185,1.50077,-9999,-9999
200901,-1.983,1.0,104.85,35.345,0.99664,256.747,0.0,0.727,1.0,95.688,1.0,1.442,1.0,1.98,0.861559,-9999,-9999,-0.639557543944,0.951612903226,70.4012096774,1.0,425.133,0.99328,0.556,0.763,1.15,1.799,3.146,-9999,1.0,1.0,1.0,1.0,1.0,-9999,37.793,24.173,24.997,-9999,-9999,1.0,0.0,0.0,-9999,-9999,-0.248316,1.0,1.6064,0.987903,0.100169,0.0677454,8.32073,0.99328,0.518847,0.771659,0.245445,0.913978,0.0201879,0.253891,0.269607,0.280281,0.913978,0.914651,0.914651,1.11926,1.06733,1.10557,1.14868,0.842956,0.778391,0.835716,0.888664,0.894398,0.814846,0.894398,0.927798,0.875211,0.866017,0.875211,0.917473,-9999,-9999
200902,0.41,0.925595,168.502,39.349,0.930804,285.854,0.0,0.396,0.925595,95.686,0.84003,2.471,1.0,2.281,0.941964,0.602633929912,0.512648809524,18.5223263889,0.840029761905,76.848125,0.840029761905,426.03,1.0,0.901,0.957,1.179,1.637,2.586,-9999,0.925595,0.925595,0.925595,0.925595,0.925595,-9999,38.551,24.176,24.996,-9999,-9999,0.925595,0.0,0.0,-9999,-9999,0.491707,0.925595,2.24739,0.924851,2.45572,0.107768,-8.30809,0.998512,-9.07824,0.819852,0.299736,0.938988,0.0237511,0.285997,0.299472,0.317539,0.950893,0.938988,0.936012,1.10702,1.08624,1.09945,1.10591,0.817119,0.75341,0.789746,0.81823,1.32229,1.21071,1.29129,1.33229,0.897555,0.88716,0.896144,0.962934,-9999,-9999
200903,3.297,0.780242,263.966,90.535,0.785618,283.117,0.0,2.231,0.77957,95.754,0.579973,2.765,1.0,2.525,0.75,0.607405422672,0.502688172043,45.6381439394,0.551747311828,-9999,-9999,421.205,0.862231,3.222,3.199,3.213,3.515,3.863,-9999,0.780242,0.780242,0.780242,0.780242,0.780242,-9999,38.149,24.176,24.997,-9999,-9999,0.780242,0.0,0.0,-9999,-9999,0.0567682,0.77957,9.37098,0.768817,19.895,0.198179,10.3905,0.827957,22.0593,1.10425,-0.831697,0.815188,0.0456093,-0.872697,-0.863366,-0.845846,0.816532,0.816532,0.803763,2.18186,2.19168,2.19839,2.21331,3.05347,3.04294,3.06562,3.07653,1.5002,1.62509,1.72754,1.92344,3.4885,3.5174,3.5731,3.62116,-9999,-9999
200904,10.042,0.0,366.866,166.177,0.455556,304.837,0.0,3.338,0.0,95.834,0.0,2.527,1.0,1.878,0.0,-9999,-9999,-9999,-9999,-9999,-9999,423.085,0.0,3.291,3.3,3.37,3.699,4.128,-9999,0.0,0.0,0.0,0.0,0.0,-9999,37.794,24.175,24.997,-9999,-9999,0.0,0.0,0.0,-9999,-9999,-1.08855,0.0,8.90806,0.0,18.9122,0.327212,27.3218,0.0,58.0052,2.10112,-0.100284,0.0,0.105272,-0.130876,-0.118716,-0.0123859,0.0,0.0,0.0,4.04451,3.96626,4.06513,4.10565,4.17212,3.91728,4.11997,4.19508,3.10663,2.98323,3.30845,4.03389,7.27234,7.18391,7.86796,8.30122,-9999,-9999
200905,12.163,0.0,446.873,188.326,0.389113,321.542,0.0,3.964,0.0,96.339,0.0,2.903,1.0,2.354,0.0752688,-9999,-9999,-9999,-9999,-9999,-9999,411.287,0.0241935,3.305,3.305,3.366,3.693,4.123,-9999,0.0,0.0,0.0,0.0,0.0,-9999,37.703,24.173,24.997,-9999,-9999,0.0,0.0,0.0,-9999,-9999,-0.888354,0.0,73.7656,0.0,85.8008,-9999,112.659,0.149866,131.04,-9999,-6.01242,0.0,-9999,-6.58613,-5.5911,-5.48296,0.0,0.0,0.0,4.67797,4.4869,4.67797,4.73478,10.2691,10.0879,10.3412,11.232,5.51009,4.06413,5.24582,6.27475,10.17,8.92966,10.6968,11.7294,-9999,-9999
200906,14.493,0.334722,483.664,203.597,0.577778,325.325,0.0,4.056,0.334722,96.075,0.336111,3.197,1.0,2.891,0.965972,0.47890001169,0.752083333333,-9999,-9999,-9999,-9999,435.228,0.820139,4.59,4.571,4.595,4.892,5.288,-9999,0.0,0.0,0.0,0.0,0.0,-9999,37.525,24.175,24.997,-9999,-9999,0.0,0.0,0.0,-9999,-9999,-0.812037,0.268056,98.3212,0.177778,124.076,1.20527,60.3515,0.974306,76.1606,0.883236,-5.25814,0.433333,0.164596,-5.55708,-5.21663,-4.94183,0.372222,0.555556,0.511111,5.41049,5.08121,5.40118,5.46775,10.3051,10.2419,10.6195,10.9934,8.36635,5.00094,7.61722,8.90348,12.8967,10.625,12.9122,15.308,-9999,-9999
200907,16.468,0.952285,466.282,205.085,0.948925,344.045,0.0,4.842,0.952285,95.853,0.93078,3.519,1.0,3.276,0.96707,0.573252911204,0.712365591398,134.748511905,0.903225806452,427.939102564,0.838709677419,393.407,0.995968,11.852,11.717,11.534,11.693,11.902,-9999,0.0,0.0,0.0,0.0,0.0,-9999,36.98,24.176,24.996,-9999,-9999,0.800403,0.0,0.0,-9999,-9999,3.0329,0.0,88.2356,0.952285,122.061,0.950039,39.6543,0.998656,54.8558,0.900313,-4.2075,0.919355,0.0919783,-4.33201,-4.25216,-4.23368,0.893817,0.924059,0.918683,8.06001,7.93469,8.09027,8.17113,12.3122,12.2426,12.3473,12.4176,7.99579,7.65043,7.96581,8.05594,12.5886,12.3727,12.4949,12.5838,-9999,-9999
200908,17.544,1.0,400.042,210.202,1.0,337.852,0.0,6.888,1.0,96.15,0.995968,1.748,1.0,2.468,0.993952,0.445888517135,0.713709677419,128.396505376,1.0,403.239919355,1.0,383.02,1.0,11.974,11.791,11.545,11.673,11.832,-9999,0.0,0.0,0.0,0.0,0.0,-9999,33.596,24.176,24.997,-9999,-9999,0.991263,0.0,0.0,-9999,-9999,4.2423,0.0,73.5938,1.0,103.959,0.859422,44.3675,0.997312,62.674,0.849202,-1.96135,0.908602,0.0858614,-2.25854,-2.02248,-1.93097,0.969086,0.894489,0.883065,7.01768,7.23922,8.00335,8.94292,9.17667,9.57951,9.96471,10.92,7.71257,7.11165,7.57906,8.60929,9.97861,9.79931,9.97861,10.4899,-9999,-9999
200909,13.563,1.0,305.32,126.461,1.0,325.233,0.0,3.246,1.0,96.39,1.0,1.32,1.0,2.959,0.991667,0.488116920164,0.775694444444,73.9430555556,1.0,238.311111111,1.0,387.321,0.977083,11.705,11.618,11.479,11.654,11.857,-9999,0.274306,0.274306,0.274306,0.274306,0.274306,-9999,29.421,24.175,24.997,-9999,-9999,1.0,0.0,0.0,-9999,-9999,2.006,0.273611,46.4301,0.971528,98.4999,0.813043,32.3932,0.997917,68.721,1.0292,-2.97728,0.956944,0.0749482,-3.07841,-2.95891,-2.84252,0.945833,0.921528,0.960417,4.77691,4.79681,4.97564,5.0518,7.74867,7.66983,7.89364,8.18114,4.46228,4.41823,4.70132,4.97821,6.89009,6.74634,6.89009,6.95375,-9999,-9999
200910,8.425,1.0,204.369,68.932,0.997984,309.34,0.0,1.647,1.0,96.029,1.0,2.506,1.0,3.095,0.981183,0.527170864111,0.702284946237,33.376344086,1.0,126.24327957,1.0,398.618,1.0,9.203,9.314,9.467,9.849,10.511,-9999,1.0,1.0,1.0,1.0,1.0,-9999,31.408,24.173,24.997,-9999,-9999,1.0,0.0,0.0,-9999,-9999,-1.10719,1.0,14.2961,0.998656,30.3286,0.428572,2.00076,0.998656,4.24454,0.813903,0.496311,0.99328,0.0523959,0.46519,0.48427,0.499091,0.993952,0.993952,0.975806,4.1535,4.1521,4.18898,4.23357,3.6596,3.66339,3.73467,3.75318,4.50872,4.43135,4.64506,4.88026,4.31463,4.1342,4.22711,4.2821,-9999,-9999
200911,6.839,1.0,124.301,28.411,1.0,309.083,0.0,1.046,1.0,95.091,1.0,2.86,1.0,4.265,0.996528,0.746934339269,0.820138888889,9.14097222222,1.0,51.2319444444,1.0,400.107,0.975694,7.517,7.608,7.726,8.121,8.792,-9999,0.99375,0.99375,0.99375,0.99375,0.99375,-9999,34.509,24.175,24.997,-9999,-9999,0.99375,0.0,0.0,-9999,-9999,-0.464251,0.99375,0.231451,0.972222,-0.227961,0.22181,-6.22885,1.0,6.13491,0.827053,1.65261,0.969444,0.0320775,1.61079,1.63465,1.67089,0.969444,0.969444,0.969444,2.95044,2.95492,2.97373,2.99172,1.33754,1.32218,1.33505,1.35459,3.12404,3.11352,3.15091,3.18523,1.56665,1.5716,1.5934,1.60579,-9999,-9999
200912,0.46,1.0,88.2038,21.514,0.998656,285.321,0.0,0.616,1.0,94.988,1.0,3.59,1.0,3.467,0.97379,0.649429169359,0.694892473118,1.17204301075,1.0,37.2043010753,1.0,400.37,1.0,3.67,3.901,4.309,4.945,6.309,-9999,0.997312,0.997312,0.997312,0.997312,0.997312,-9999,36.295,24.176,24.996,-9999,-9999,0.997312,0.0,0.0,-9999,-9999,-1.19919,0.997312,-1.92923,0.991935,-0.0671198,0.154008,22.8575,1.0,0.795237,1.35601,1.12067,0.980511,0.0406578,1.10588,1.11563,1.12691,0.977151,0.980511,0.977151,1.9769,1.97667,1.98889,2.11397,0.865439,0.851746,0.882069,1.00596,2.55798,2.25741,2.56554,2.86249,1.2134,1.1771,1.2781,1.38064,-9999,-9999
201001,-2.813,1.0,104.85,22.499,0.995296,274.202,0.0,0.393,1.0,95.611,1.0,1.032,1.0,2.482,0.618952,-9999,-9999,11.1095430108,1.0,40.6397849462,1.0,414.139,0.842742,1.468,1.659,2.023,2.623,3.893,-9999,1.0,1.0,1.0,1.0,1.0,-9999,36.072,24.176,24.997,-9999,-9999,1.0,0.0,0.0,-9999,-9999,-0.79775,1.0,2.02916,0.975134,1.24797,0.116762,17.5377,0.981855,10.786,0.951187,1.25611,0.817204,0.0435509,1.23197,1.24761,1.26359,0.764113,0.854839,0.854167,1.42349,1.28447,1.31634,1.33767,0.167887,0.0179625,0.0766368,0.120284,1.17683,0.827938,0.865078,1.13869,0.969432,0.879221,0.894868,0.936643,-9999,-9999
201002,-0.107,1.0,168.502,48.285,0.981399,280.243,0.0,0.64,1.0,94.71,0.995536,4.575,1.0,3.505,0.970238,0.707926856029,0.707589285714,24.6374597812,0.978422619048,96.2184121622,0.978422619048,410.537,0.985863,1.115,1.18,1.418,1.901,2.92,-9999,1.0,1.0,1.0,1.0,1.0,-9999,36.407,24.173,24.997,-9999,-9999,1.0,0.0,0.0,-9999,-9999,0.417459,1.0,6.1335,0.973958,2.03307,0.252937,68.0955,0.991815,22.5716,2.03142,0.78035,0.93006,0.0241572,0.621894,0.724963,0.841241,0.936756,0.930804,0.928571,1.54002,1.55522,1.6325,2.13567,0.879507,0.904989,0.942213,1.21237,1.57072,1.55366,1.60093,1.82426,1.50444,1.24921,1.27633,1.52482,-9999,-9999
201003,3.559,1.0,263.966,108.731,0.987903,275.75,0.0,1.984,1.0,95.941,0.995968,2.41,1.0,3.734,0.989247,0.652292643593,0.563844086022,60.8252688172,1.0,214.340053763,1.0,405.028,1.0,3.078,3.02,2.951,3.216,3.522,-9999,1.0,1.0,1.0,1.0,1.0,-9999,36.478,24.176,24.996,-9999,-9999,1.0,0.0,0.0,-9999,-9999,1.1469,1.0,17.4697,0.99664,25.2362,0.378548,27.5378,0.874328,39.7802,0.868265,0.392811,0.969758,0.0299986,0.387197,0.395195,0.407045,0.964382,0.973118,0.963038,2.24561,2.21837,2.25299,2.2594,1.84772,1.82755,1.85103,1.86186,1.73748,1.83464,1.88074,1.96527,1.7891,1.83272,1.86696,1.93178,-9999,-9999
201004,8.178,1.0,366.866,179.012,1.0,279.624,0.0,4.408,1.0,96.183,1.0,0.893,1.0,2.958,0.965972,0.541970627464,0.586805555556,110.452777778,1.0,353.527083333,1.0,407.224,0.995139,6.517,6.366,6.096,6.188,5.973,-9999,1.0,1.0,1.0,1.0,1.0,-9999,35.88,24.175,24.997,-9999,-9999,1.0,0.0,0.0,-9999,-9999,1.38394,1.0,35.363,0.994444,36.2509,0.497511,70.9441,0.994444,72.7255,1.06732,-2.4563,0.882639,0.0590919,-2.51599,-2.45558,-2.44531,0.934722,0.932639,0.922222,3.42511,3.35613,3.39576,3.84932,5.85569,5.82385,5.85569,6.33422,3.03511,3.12158,3.32096,3.65716,5.44558,5.44558,5.69917,5.84298,-9999,-9999
201005,8.944,1.0,446.874,160.209,1.0,310.432,0.0,3.012,1.0,95.792,1.0,1.492,1.0,2.799,1.0,0.51879643218,0.649193548387,105.862903226,1.0,320.633064516,1.0,404.71,1.0,7.894,7.792,7.583,7.679,7.462,-9999,1.0,1.0,1.0,1.0,1.0,-9999,35.734,24.176,24.997,-9999,-9999,1.0,0.0,0.0,-9999,-9999,-0.0151806,1.0,38.3648,1.0,44.9146,0.556711,52.0813,1.0,60.9729,0.909404,-2.64192,0.989247,0.0681833,-2.69968,-2.68305,-2.66314,0.989919,0.979167,0.987903,5.13364,4.40566,4.80718,5.08573,7.79899,7.15511,7.45502,7.77663,4.94067,4.26013,4.85569,4.94081,7.76253,7.25319,7.62895,7.74076,-9999,-9999
201006,15.681,1.0,483.664,233.441,1.0,330.288,0.0,6.441,1.0,95.981,1.0,1.002,1.0,2.65,1.0,0.470352942146,0.746527777778,154.359722222,1.0,464.859722222,1.0,397.033,0.999306,11.67,11.397,10.912,10.741,9.943,-9999,1.0,1.0,1.0,1.0,1.0,-9999,33.993,24.175,24.997,-9999,-9999,1.0,0.0,0.0,-9999,-9999,1.47112,1.0,66.1045,0.998611,69.6256,0.692035,78.999,0.997917,83.2069,1.10085,-4.42702,0.926389,0.0771814,-4.32814,-4.29109,-4.26461,0.930556,0.927778,0.83125,7.61158,7.34447,7.46981,7.60728,11.885,11.6673,11.7922,11.901,8.04063,6.95155,7.87907,8.30214,12.26,11.5095,12.04,12.2898,-9999,-9999
201007,18.836,1.0,466.282,232.026,1.0,348.235,0.0,8.426,1.0,96.125,1.0,2.723,0.995296,2.637,0.997312,0.44586140315,0.795698924731,144.640456989,1.0,472.280913978,1.0,394.388,0.987231,14.659,14.382,13.864,13.605,12.589,-9999,0.938844,0.938844,0.938844,0.938844,0.938844,-9999,30.055,24.173,21.606,-9999,-9999,0.938844,0.0,0.0,-9999,-9999,0.247875,0.938172,70.2665,0.96371,88.6563,0.705191,49.5132,0.991263,62.4716,0.906835,-3.49948,0.868952,0.0852052,-3.62922,-3.4019,-3.35118,0.80914,0.88172,0.886425,7.3123,6.8363,7.15424,7.38202,10.6948,10.3975,10.5318,10.6951,8.44271,8.1528,8.53316,8.96561,11.4665,11.0955,11.2858,11.5244,-9999,-9999
201008,14.963,1.0,400.042,155.483,1.0,345.991,0.0,3.308,1.0,95.833,1.0,6.951,0.999328,3.063,0.991263,0.507913073456,0.747311827957,97.1108870968,1.0,317.475134409,1.0,394.621,1.0,13.699,13.598,13.314,13.291,12.839,-9999,0.997984,0.997984,0.997984,0.997984,0.997984,-9999,32.758,23.193,18.931,-9999,-9999,0.997984,0.0,0.0,-9999,-9999,-0.371439,0.997984,54.1195,0.997984,68.1642,0.747741,21.2333,0.997984,26.7437,0.782977,-2.34058,0.969758,0.0839509,-2.62147,-2.36486,-2.34392,0.944892,0.969758,0.969758,7.63127,7.12546,7.65222,7.72552,9.99613,9.75331,10.0581,10.2033,6.43146,5.58276,5.93876,6.15194,8.93168,9.05784,9.24321,9.36751,-9999,-9999
201009,11.811,1.0,305.32,128.105,1.0,326.026,0.0,2.398,1.0,95.914,1.0,3.494,0.999306,2.795,0.993056,0.463692791733,0.777083333333,74.2986111111,1.0,258.352777778,1.0,395.6,0.997917,11.533,11.548,11.508,11.718,11.941,-9999,0.999306,0.999306,0.999306,0.999306,0.999306,-9999,35.656,21.597,18.931,-9999,-9999,0.999306,0.0,0.0,-9999,-9999,-0.580379,0.998611,37.5954,0.996528,43.3277,0.58891,26.9816,0.997222,31.0956,0.837937,-2.01602,0.921528,0.0763889,-2.08961,-2.0746,-2.02972,0.961111,0.968056,0.923611,5.7908,5.64107,5.79831,5.97071,7.8331,7.72219,7.88946,8.0506,5.69536,5.43934,5.89646,6.51969,8.07747,7.96298,8.07299,8.16543,-9999,-9999
201010,8.115,1.0,204.369,84.648,1.0,303.897,0.0,1.942,1.0,95.741,1.0,1.605,1.0,3.141,1.0,0.5273990899,0.846102150538,38.8602150538,1.0,168.333333333,1.0,399.351,0.99664,8.758,8.894,9.047,9.44,10.165,-9999,1.0,1.0,1.0,1.0,1.0,-9999,35.862,21.596,18.931,-9999,-9999,1.0,0.0,0.0,-9999,-9999,-0.951439,1.0,21.2255,0.995296,27.4915,0.407776,9.36969,1.0,12.1357,0.651648,-0.0518556,0.983199,0.0483505,-0.121343,-0.109105,-0.0854786,0.983199,0.987231,0.968414,4.18727,4.19648,4.2219,4.26963,4.30862,4.30428,4.32002,4.36089,3.86243,3.93428,4.1162,4.27821,4.23942,4.4197,4.52932,4.60197,-9999,-9999
201011,3.91,1.0,124.301,24.761,1.0,311.812,0.0,0.422,1.0,94.927,1.0,2.849,1.0,3.174,0.892361,0.539744891219,0.652777777778,8.61111111111,1.0,53.675,1.0,405.92,0.945833,6.411,6.598,6.83,7.312,8.22,-9999,1.0,1.0,1.0,1.0,1.0,-9999,36.535,21.597,18.931,-9999,-9999,1.0,0.0,0.0,-9999,-9999,-1.51182,1.0,4.07684,0.936111,3.22319,0.200309,6.79632,0.995139,5.37323,0.870581,1.28582,0.911806,0.0440836,1.22602,1.26676,1.30444,0.911806,0.923611,0.920139,2.61001,2.42493,2.51762,2.54878,1.2959,1.20366,1.23433,1.26691,2.4501,2.24782,2.34058,2.5059,1.24443,0.82249,1.24405,1.50309,-9999,-9999
