TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
199401,-29.421,0.0,66.8715,32.979,0.0,150.18,0.0,0.051,0.0,99.021,0.0,0.166,0.0,3.122,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,4.94556,0.0,-9999,-9999,107.19,0.0,-9999,-9999,0.69886,0.0,-9999,0.69886,0.704776,0.804757,0.0,0.0,0.0,0.0194903,0.0174447,0.0297105,0.0386114,-0.68642,-0.773547,-0.693497,-0.679536,0.00399542,0.00444509,0.00534424,0.00561619,0.0,0.0,0.0,0.0,-9999,-9999
199402,-25.085,0.0,128.937,70.837,0.0,160.035,0.0,0.134,0.0,98.604,0.0,0.4,0.0,3.188,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,4.85137,0.0,-9999,-9999,107.107,0.0,-9999,-9999,0.697149,0.0,-9999,0.697149,0.703269,0.804385,0.0,0.0,0.0,0.0422826,0.0381253,0.0619582,0.0783781,-0.671455,-0.740148,-0.671455,-0.655032,0.01424,0.0158837,0.0190673,0.0199371,0.0,0.0,0.0,0.0,-9999,-9999
199403,-8.844,0.194892,228.508,116.536,0.196909,232.668,0.0,0.919,0.0,97.947,0.0,1.01,0.182124,3.415,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,4.5807,0.0,-9999,-9999,91.3663,0.0,-9999,-9999,0.638668,0.0,-9999,0.638668,0.644533,0.73443,0.0,0.0,0.0,0.386953,0.373996,0.434679,0.451073,-0.317543,-0.308772,-0.284214,-0.202122,2.09777,2.10852,2.3684,2.84212,0.0,0.0,0.0,0.0,-9999,-9999
199404,-3.099,0.586806,342.177,224.351,0.594444,225.955,0.0,2.359,0.0,98.378,0.0,0.021,0.534028,3.385,0.489583,-9999,-9999,120.523844675,0.509027777778,-9999,-9999,363.228,0.5875,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,11.665,0.584028,-9999,-9999,90.6603,0.584722,-9999,-9999,0.438037,0.579861,-9999,0.435287,0.441292,0.475002,0.579861,0.579861,0.580556,0.488603,0.472675,0.488391,0.491674,0.0308523,0.00982246,0.0308523,0.0494363,0.884618,0.891068,0.90607,1.11669,0.0700699,0.0594886,0.069124,0.0701164,-9999,-9999
199405,6.793,0.584005,435.229,211.562,0.588038,287.276,0.0,5.032,0.0,98.184,0.0,0.886,0.551075,3.582,0.530914,-9999,-9999,-9999,-9999,409.354641117,0.504704301075,361.69,0.579301,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,32.89,0.575941,-9999,-9999,64.2551,0.581989,-9999,-9999,-0.805745,0.557796,-9999,-0.881214,-0.805442,-0.778901,0.557796,0.557796,0.558468,1.71462,1.64645,1.7417,1.82278,2.66336,2.47991,2.59507,2.64671,1.53051,1.394,1.46393,1.48452,2.00301,1.99785,2.1247,2.21889,-9999,-9999
199406,15.312,0.950694,479.82,293.157,0.953472,309.902,0.0,9.118,0.0,98.047,0.0,1.072,0.925,3.066,0.895139,0.377898123467,0.810416666667,161.796007954,0.880555555556,563.505635754,0.879166666667,358.86,0.952083,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,63.6348,0.948611,-9999,-9999,88.6176,0.947917,-9999,-9999,-1.43906,0.944444,-9999,-1.48345,-1.43082,-1.35811,0.944444,0.944444,0.944444,2.81989,2.81989,2.87101,2.95963,4.45332,4.18717,4.31591,4.37919,2.52424,2.49454,2.63833,2.76747,4.12075,3.93085,4.08865,4.23047,-9999,-9999
199407,16.694,0.918011,459.134,241.989,0.834677,331.295,0.0,8.96,0.0,98.176,0.0,1.735,0.896505,3.357,0.775538,0.347707308561,0.70564516129,134.606979453,0.778897849462,458.814005667,0.778897849462,353.25,0.919355,13.294,11.281,8.348,1.758,-0.212,0.833333,0.833333,0.833333,0.833333,0.833333,-9999,1.0,60.6863,0.825941,-9999,-9999,67.2301,0.829301,-9999,-9999,0.670432,0.825269,-9999,0.532566,0.551033,0.634956,0.825269,0.825269,0.825269,6.34426,5.70371,5.94592,6.07692,5.16558,5.16558,5.37409,5.50884,4.2721,3.97581,4.09713,4.24906,4.2488,4.19359,4.31754,4.39328,-9999,-9999
199408,14.374,0.982527,381.169,192.498,0.197581,320.076,0.0,7.576,0.0,98.291,0.0,0.739,0.96371,3.444,0.425403,-9999,-9999,-9999,-9999,-9999,-9999,350.579,0.985215,10.388,9.67,7.93,3.197,0.324,0.986559,0.986559,0.986559,0.986559,0.986559,-9999,1.0,32.8634,0.455645,-9999,-9999,45.207,0.466398,-9999,-9999,-0.184197,0.380376,-9999,-0.184197,-0.107155,-0.0729582,0.380376,0.395161,0.391129,3.09443,2.8478,2.88065,2.95639,3.12801,2.94287,2.99542,3.13391,3.19812,3.12842,3.24489,3.47766,4.69825,4.55827,4.65233,4.71959,-9999,-9999
199409,11.419,0.951389,274.285,141.932,0.95625,307.662,0.0,5.122,0.0,98.112,0.0,0.605,0.838194,3.681,0.775,0.388997030543,0.69375,63.0857727355,0.891666666667,262.788250227,0.891666666667,355.764,0.956944,7.398,7.413,6.611,3.54,1.272,0.948611,0.948611,0.948611,0.948611,0.948611,-9999,1.0,32.9054,0.940278,-9999,-9999,26.508,0.94375,-9999,-9999,0.622045,0.935417,-9999,0.549229,0.572995,0.597671,0.935417,0.934722,0.934722,3.88617,3.70727,3.74266,3.80392,3.17845,3.15194,3.17311,3.20295,2.74099,2.65976,2.76207,2.82099,2.27386,2.43586,2.46388,2.51956,-9999,-9999
199410,2.297,0.993952,166.226,63.706,0.995968,288.552,0.0,1.395,0.0,97.918,0.0,0.451,0.981855,3.359,0.916667,0.400986811597,0.865591397849,24.7924778266,0.98185483871,120.745168845,0.98185483871,360.077,0.99664,0.286,1.275,1.557,1.598,1.147,0.993952,0.993952,0.993952,0.993952,0.993952,-9999,1.0,8.20756,0.989919,-9999,-9999,2.71163,0.991935,-9999,-9999,0.744117,0.988575,-9999,0.722156,0.737294,0.747555,0.988575,0.988575,0.988575,1.29928,1.27091,1.3035,1.33206,0.58618,0.552295,0.562109,0.578656,1.13094,1.04852,1.13094,1.20969,0.52372,0.550018,0.576479,0.605844,-9999,-9999
199411,-8.333,0.736806,85.6504,29.373,0.740278,244.12,0.0,0.425,0.0,97.639,0.0,0.543,0.715278,3.361,0.705556,0.353919028903,0.663888888889,6.91935363071,0.690277777778,62.4418398887,0.690277777778,363.892,0.7375,-4.152,-1.873,-1.647,0.466,0.636,0.736806,0.736806,0.736806,0.736806,0.736806,-9999,1.0,4.18413,0.736111,-9999,-9999,-7.03353,0.736806,-9999,-9999,0.597709,0.728472,-9999,0.593673,0.605646,0.615005,0.728472,0.732639,0.728472,0.58379,0.556462,0.566001,0.580201,-0.0347344,-0.0466896,-0.0399294,-0.0332389,0.812435,0.803321,0.814328,0.89116,0.061878,0.061878,0.062943,0.113325,-9999,-9999
199412,-15.304,0.709005,51.5415,18.759,0.715054,214.917,0.0,0.214,0.0,98.417,0.0,0.309,0.672043,3.026,0.703629,0.321733416278,0.64247311828,2.49036598445,0.648521505376,32.3097664566,0.648521505376,365.921,0.729167,-5.963,-3.823,-3.3,-0.235,0.262,0.709005,0.709005,0.709005,0.709005,0.709005,-9999,1.0,0.287393,0.728495,-9999,-9999,-11.0302,0.734543,-9999,-9999,0.328986,0.706317,-9999,0.318223,0.324357,0.335452,0.706989,0.706317,0.706317,0.270132,0.256577,0.267438,0.276993,-0.0824632,-0.0711439,-0.0580468,-0.040392,0.218427,0.208195,0.219108,0.246661,0.0199377,0.0,0.0,0.018647,-9999,-9999
199501,-19.463,0.813172,66.8715,27.506,0.821237,205.579,0.0,0.173,0.0,98.476,0.0,0.282,0.764113,2.969,0.850134,0.347459975694,0.782930107527,6.30009220154,0.700940860215,51.0112386246,0.700940860215,363.842,0.920027,-7.794,-5.939,-4.651,-1.136,0.036,0.813172,0.813172,0.813172,0.813172,0.813172,-9999,1.0,3.40113,0.913978,-9999,-9999,-1.88212,0.917339,-9999,-9999,0.197712,0.903898,-9999,0.19746,0.2027,0.205174,0.909274,0.903898,0.90793,0.210689,0.0965641,0.136086,0.213474,0.0337994,-0.107593,-0.0709543,0.0115166,0.293829,0.220002,0.263602,0.283751,0.0386256,0.0329618,0.0371405,0.0414161,-9999,-9999
199502,-20.804,0.889137,128.937,70.598,0.895089,180.9,0.0,0.207,0.0,98.513,0.0,0.218,0.813988,3.434,0.80878,0.416345215434,0.720238095238,19.2313581157,0.759672619048,130.201920254,0.75818452381,365.194,0.892857,-6.813,-6.178,-4.198,-1.51,-0.051,0.889137,0.889137,0.889137,0.889137,0.889137,-9999,1.0,3.5335,0.883185,-9999,-9999,14.7196,0.886905,-9999,-9999,0.0988463,0.875744,-9999,0.0983185,0.103363,0.11382,0.875744,0.876488,0.876488,0.0504208,0.0467023,0.0497934,0.0594821,-0.0559015,-0.0561288,-0.0544302,-0.048782,0.103008,0.115881,0.122488,0.155255,0.0197102,0.0195192,0.0199932,0.0281771,-9999,-9999
199503,-10.344,0.856183,228.508,128.886,0.861559,215.842,0.0,0.992,0.0,98.92,0.0,0.074,0.805108,3.238,0.797043,0.392566978901,0.730510752688,65.675656082,0.770833333333,244.068505441,0.770161290323,367.342,0.84543,-5.285,-4.199,-2.904,-1.466,-0.246,0.856183,0.856183,0.856183,0.856183,0.856183,-9999,1.0,7.8284,0.84543,-9999,-9999,46.5579,0.852151,-9999,-9999,0.295821,0.839382,-9999,0.278481,0.291276,0.301242,0.842742,0.840054,0.83871,0.405048,0.368879,0.399413,0.405239,0.0948236,0.0903748,0.0968006,0.104665,0.265546,0.260444,0.276342,0.328861,0.0647304,0.0556058,0.0598014,0.0705356,-9999,-9999
199504,-4.858,0.799306,342.177,225.65,0.803472,229.431,0.0,2.136,0.0,98.654,0.0,0.275,0.763194,3.67,0.386806,-9999,-9999,134.158741124,0.749305555556,452.920573618,0.747916666667,365.929,0.802778,-3.622,-2.121,-2.241,-0.861,-0.284,0.799306,0.799306,0.799306,0.799306,0.799306,-9999,1.0,13.6136,0.736806,-9999,-9999,89.326,0.736806,-9999,-9999,0.222996,0.675,-9999,0.216645,0.222738,0.22348,0.669444,0.675,0.675,0.669581,0.642553,0.663366,0.687091,0.451646,0.418537,0.445842,0.464096,0.712028,0.638727,0.710487,0.750699,0.272602,0.175589,0.235722,0.272602,-9999,-9999
199505,6.351,0.985887,435.229,259.259,0.939516,271.574,0.0,5.196,0.0,98.335,0.0,0.488,0.96707,2.824,0.506048,-9999,-9999,150.338664753,0.899865591398,489.177844853,0.903225806452,364.795,0.983199,2.731,2.127,0.942,-0.243,-0.253,0.985887,0.985887,0.985887,0.985887,0.985887,-9999,1.0,33.2768,0.929435,-9999,-9999,98.9757,0.93078,-9999,-9999,-1.14627,0.867608,-9999,-1.17114,-1.16217,-1.14972,0.869624,0.867608,0.864247,2.19215,1.63561,1.93456,2.17242,3.33425,2.79398,3.12135,3.32856,1.4324,1.11133,1.23973,1.34844,2.35217,2.3079,2.36008,2.4171,-9999,-9999
199506,17.566,0.597917,479.82,262.398,0.600694,330.269,0.0,10.106,0.0,98.217,0.0,1.042,0.579861,3.265,0.491667,-9999,-9999,160.151495616,0.548611111111,518.310770225,0.548611111111,359.996,0.601389,12.11,9.672,6.412,0.713,-0.21,0.597917,0.597917,0.597917,0.597917,0.597917,-9999,1.0,57.4328,0.592361,-9999,-9999,95.7133,0.593056,-9999,-9999,-0.935977,0.591667,-9999,-0.936891,-0.927866,-0.872712,0.591667,0.591667,0.591667,4.57255,4.27921,4.58163,4.80056,5.63236,5.12295,5.51908,5.72552,3.68252,3.25026,3.34679,3.49763,3.40177,3.53237,3.71008,3.77517,-9999,-9999
199507,14.305,0.798387,459.134,218.035,0.803763,324.51,0.0,6.558,0.0,97.708,0.0,3.469,0.714382,3.322,0.675403,0.467069470325,0.577284946237,134.992667291,0.70497311828,423.191592414,0.70497311828,355.024,0.802419,11.407,10.306,8.002,2.659,0.14,0.797715,0.797715,0.797715,0.797715,0.797715,-9999,1.0,59.0713,0.796371,-9999,-9999,75.5273,0.796371,-9999,-9999,-0.532449,0.791667,-9999,-0.539923,-0.52721,-0.509795,0.790995,0.790995,0.793011,5.58893,5.18258,5.43928,5.62924,6.17198,5.69912,5.97471,6.15406,5.54256,5.07918,5.38223,5.48292,5.9888,5.72685,5.87494,5.9643,-9999,-9999
199508,14.042,0.889113,381.169,165.799,0.893145,342.44,0.0,4.971,0.0,97.592,0.0,3.787,0.857527,3.803,0.813172,0.470343145247,0.782930107527,95.5456983672,0.833333333333,301.310998562,0.831989247312,354.374,0.891129,11.749,10.73,8.3,4.617,1.405,0.889113,0.889113,0.889113,0.889113,0.889113,-9999,1.0,50.5368,0.887097,-9999,-9999,35.9606,0.887097,-9999,-9999,0.914743,0.883065,-9999,0.858127,0.897265,0.914743,0.883065,0.883065,0.883065,6.65181,6.57227,6.64217,6.72384,5.76741,5.69401,5.7468,5.81799,7.01138,6.70802,6.90377,7.01595,5.80451,5.58395,5.73272,5.77917,-9999,-9999
199509,8.094,0.984028,274.285,141.63,0.985417,297.879,0.0,3.621,0.0,98.237,0.0,0.614,0.958333,3.565,0.945833,0.416119120196,0.920138888889,77.2090492882,0.942361111111,272.48068029,0.940972222222,355.793,0.985417,5.173,5.706,4.796,4.079,2.6,0.984028,0.984028,0.984028,0.984028,0.984028,-9999,1.0,30.1752,0.981944,-9999,-9999,37.1742,0.984028,-9999,-9999,-0.114954,0.978472,-9999,-0.11557,-0.0996561,-0.0892302,0.978472,0.978472,0.979167,3.20129,3.21219,3.24789,3.27064,3.33736,3.32891,3.34421,3.36957,2.2553,2.24298,2.26188,2.32148,2.88024,2.87846,2.8973,2.94991,-9999,-9999
199510,0.243,0.874328,166.226,68.876,0.877016,265.432,0.0,1.484,0.0,98.144,0.0,0.901,0.855511,2.893,0.830645,0.317653830683,0.78561827957,27.2740776065,0.83064516129,122.882347838,0.827284946237,359.332,0.875,-0.828,0.514,0.441,2.003,1.997,0.874328,0.874328,0.874328,0.874328,0.874328,-9999,1.0,8.71801,0.870296,-9999,-9999,12.283,0.874328,-9999,-9999,0.276957,0.866263,-9999,0.249367,0.255225,0.271016,0.865591,0.866263,0.866263,1.18284,1.15914,1.1822,1.21256,0.814881,0.908691,0.920056,0.941238,0.896609,0.834356,0.911926,1.03259,0.836098,0.800977,0.854466,0.890011,-9999,-9999
199511,-15.598,0.970833,85.6504,36.299,0.971528,203.429,0.0,0.237,0.0,98.22,0.0,0.319,0.94375,3.12,0.567361,-9999,-9999,13.0110582364,0.928472222222,62.7641643272,0.928472222222,363.766,0.970139,-7.394,-4.487,-3.941,0.225,0.888,0.96875,0.96875,0.96875,0.96875,0.96875,-9999,1.0,3.23994,0.961111,-9999,-9999,-3.72942,0.963194,-9999,-9999,0.377922,0.959722,-9999,0.365967,0.382772,0.388837,0.959722,0.959722,0.959722,0.354374,0.338948,0.354038,0.366179,-0.0174109,-0.0469369,-0.0142289,-0.000386678,0.384095,0.384095,0.393355,0.523396,0.0237264,0.0215177,0.0235479,0.0392987,-9999,-9999
199512,-20.103,0.981855,51.5415,17.677,0.984543,213.239,0.0,0.106,0.0,98.654,0.0,0.502,0.945565,2.896,0.649866,0.327679783133,0.622983870968,6.88375125814,0.936827956989,32.2754197837,0.936827956989,366.223,0.981183,-6.54,-4.848,-3.861,-0.382,0.282,0.981855,0.981855,0.981855,0.981855,0.981855,-9999,1.0,0.845144,0.980511,-9999,-9999,-2.66748,0.980511,-9999,-9999,0.297413,0.969086,-9999,0.290027,0.297413,0.300086,0.97043,0.969086,0.969086,0.174346,0.150845,0.174346,0.180908,-0.083238,-0.145511,-0.12136,-0.104036,0.153841,0.150942,0.16285,0.173316,0.0201267,0.0101195,0.0139017,0.0158241,-9999,-9999
199601,-28.01,0.99328,66.8715,38.839,0.993952,150.974,0.0,0.056,0.0,98.45,0.0,0.068,0.982527,3.608,0.954973,0.37043773943,0.918682795699,12.5679456258,0.98252688172,70.1169560775,0.98252688172,367.495,0.814516,-8.1,-8.075,-5.391,-1.276,0.06,0.99328,0.99328,0.99328,0.99328,0.99328,-9999,1.0,0.383539,0.989247,-9999,-9999,-10.5424,0.991935,-9999,-9999,0.190332,0.773522,-9999,0.18907,0.192454,0.194309,0.773522,0.772849,0.773522,0.194735,0.185155,0.193835,0.196525,0.000785316,-0.00813929,0.000835617,0.00331918,0.148175,0.140418,0.152806,0.155484,0.00267148,0.00181725,0.00211559,0.0026043,-9999,-9999
199602,-18.023,1.0,130.478,60.957,1.0,202.792,0.0,0.304,0.0,98.089,0.0,0.3,0.987787,3.85,0.625718,0.366171574852,0.593390804598,23.790737164,0.987787356322,113.717256373,0.987787356322,368.137,0.0,-6.926,-5.892,-4.426,-1.645,-0.088,1.0,1.0,1.0,1.0,1.0,-9999,1.0,3.66037,0.987069,-9999,-9999,11.8553,0.996408,-9999,-9999,0.218443,0.0,-9999,0.222012,0.226971,0.233557,0.0,0.0,0.0,1.67076,1.6056,1.6996,1.95756,1.36851,1.36851,1.46726,1.73098,0.269088,0.25248,0.255822,0.266836,0.0,0.0,0.0,0.0,-9999,-9999
199603,-15.778,0.745968,232.231,149.119,0.754032,195.693,0.0,0.573,0.0,98.757,0.0,0.622,0.696909,4.465,0.695565,0.50143886207,0.612231182796,80.8691986129,0.628360215054,293.970887574,0.628360215054,368.708,0.665323,-6.429,-4.99,-3.362,-1.812,-0.347,0.745968,0.745968,0.745968,0.745968,0.745968,-9999,1.0,7.94953,0.739247,-9999,-9999,55.8077,0.743952,-9999,-9999,0.262143,0.647849,-9999,0.257742,0.262097,0.265644,0.653898,0.647849,0.657258,0.344127,0.30684,0.34126,0.34666,0.0829691,0.0468574,0.0795921,0.084364,0.155939,0.105402,0.109036,0.116252,0.00898835,0.00673876,0.00724546,0.00898835,-9999,-9999
199604,-3.197,1.0,345.725,229.676,1.0,227.988,0.0,2.321,0.0,98.46,0.0,0.35,0.986111,4.707,0.977083,0.473169103038,0.910416666667,127.857034063,0.986111111111,434.124337624,0.986111111111,368.902,1.0,-2.073,-1.685,-1.371,-1.1,-0.45,1.0,1.0,1.0,1.0,1.0,-9999,1.0,12.5991,0.994444,-9999,-9999,82.4352,0.999306,-9999,-9999,0.466709,0.991667,-9999,0.464446,0.465827,0.467252,0.991667,0.991667,0.991667,0.506114,0.48308,0.497792,0.500712,0.0377022,0.0164428,0.0314573,0.0377022,0.42252,0.393767,0.410193,0.416138,0.0115078,0.0122729,0.0127662,0.0135946,-9999,-9999
199605,4.634,0.957661,437.594,241.838,0.959005,269.517,0.0,5.463,0.0,98.558,0.0,1.296,0.942204,4.218,0.891129,0.45447096239,0.825268817204,146.170130752,0.91935483871,457.703739527,0.91935483871,367.928,0.959005,1.485,0.775,0.372,-0.292,-0.32,0.957661,0.957661,0.957661,0.957661,0.957661,-9999,1.0,28.5373,0.954973,-9999,-9999,77.4096,0.956989,-9999,-9999,-0.590072,0.949597,-9999,-0.598534,-0.585106,-0.57215,0.949597,0.950269,0.950941,0.879012,0.877682,0.886241,0.893373,1.48839,1.45392,1.47385,1.48894,0.471178,0.42484,0.460595,0.477153,1.13433,1.10699,1.12558,1.13684,-9999,-9999
199606,13.404,0.972917,480.203,244.731,0.976389,329.107,0.0,6.849,0.0,97.978,0.0,2.212,0.821528,3.676,0.852083,0.428993713568,0.747222222222,154.038569651,0.940972222222,460.735320423,0.940972222222,363.936,1.0,10.973,8.495,5.555,0.191,-0.259,0.972917,0.972917,0.972917,0.972917,0.972917,-9999,1.0,55.5407,0.988194,-9999,-9999,82.5699,0.992361,-9999,-9999,-0.916038,0.975694,-9999,-0.952926,-0.939664,-0.927884,0.974306,0.975694,0.979167,4.5035,4.10439,4.31766,4.48273,5.5068,5.09018,5.2524,5.41345,2.94988,2.7627,2.94988,3.01538,4.25896,4.1395,4.26175,4.33558,-9999,-9999
199607,17.239,1.0,457.398,266.858,1.0,334.489,0.0,9.039,0.0,98.301,0.0,0.828,0.988575,2.976,0.961694,0.361080892813,0.946908602151,164.01716334,0.988575268817,503.734167388,0.988575268817,360.933,1.0,13.681,12.02,9.552,2.849,0.04,1.0,1.0,1.0,1.0,1.0,-9999,1.0,59.3326,1.0,-9999,-9999,82.1587,1.0,-9999,-9999,-0.6199,0.993952,-9999,-0.634504,-0.564124,-0.391018,0.993952,0.993952,0.993952,4.86502,4.84628,5.04773,5.14267,5.49795,5.48079,5.5507,5.6712,3.08902,2.96961,3.09805,3.35635,4.42318,4.22348,4.40598,4.58034,-9999,-9999
199608,15.619,0.93414,377.983,211.032,0.936156,331.811,0.0,7.647,0.0,97.876,0.0,1.616,0.905914,3.54,0.844086,0.414238288033,0.780241935484,129.223871456,0.889112903226,411.284306874,0.888440860215,358.109,0.932124,12.053,11.323,9.801,4.845,1.221,0.93414,0.93414,0.93414,0.93414,0.93414,-9999,1.0,52.9146,0.930108,-9999,-9999,51.1406,0.930108,-9999,-9999,-0.071523,0.925403,-9999,-0.155958,-0.043884,0.0377239,0.925403,0.925403,0.925403,4.14861,4.21886,4.55497,4.75737,4.38717,4.41407,4.59885,4.71503,4.37814,4.00821,4.13339,4.23711,4.53222,4.53222,4.60239,4.66936,-9999,-9999
199609,8.415,0.998611,270.599,135.877,0.998611,298.487,0.0,3.849,0.0,98.233,0.0,2.49,0.985417,3.613,0.968056,0.426183235563,0.954861111111,74.0078740236,0.690277777778,262.843943445,0.952083333333,359.246,1.0,6.208,6.34,5.783,3.999,2.023,0.998611,0.998611,0.998611,0.998611,0.998611,-9999,1.0,25.3308,0.995833,-9999,-9999,16.5786,0.998611,-9999,-9999,-0.208079,0.990972,-9999,-0.255009,-0.227915,-0.208796,0.992361,0.990972,0.990972,3.5453,3.26372,3.39135,3.54075,3.93491,3.51075,3.59532,3.76745,1.94444,1.91098,1.9593,2.11489,2.657,2.65805,2.71114,2.7696,-9999,-9999
199610,-1.292,0.911962,163.003,48.146,0.914651,279.726,0.0,1.0,0.0,98.074,0.0,0.993,0.882392,3.312,0.847446,0.399464598336,0.788978494624,-9999,-9999,92.4949068344,0.848790322581,363.999,0.909274,-0.345,0.506,0.692,1.419,1.474,0.993952,0.993952,0.993952,0.993952,0.993952,-9999,1.0,7.17839,0.905242,-9999,-9999,6.94066,0.909274,-9999,-9999,0.490001,0.897849,-9999,0.431255,0.455385,0.477775,0.899194,0.899194,0.897849,1.55688,1.43617,1.49757,1.52789,1.05434,0.999625,1.02854,1.05027,0.798428,0.761821,0.91974,1.07635,0.650329,0.563665,0.604455,0.699306,-9999,-9999
199611,-14.328,0.518056,83.748,32.228,0.521528,216.275,0.0,0.226,0.0,98.886,0.0,0.262,0.483333,3.011,0.480556,-9999,-9999,-9999,-9999,-9999,-9999,366.46,0.520139,-4.172,-2.559,-2.215,0.352,0.734,0.518056,0.518056,0.518056,0.518056,0.518056,-9999,1.0,3.56764,0.515278,-9999,-9999,-0.854253,0.517361,-9999,-9999,0.495732,0.5125,-9999,0.481851,0.490676,0.510742,0.513194,0.513194,0.5125,0.827524,0.53863,0.676228,0.814488,0.287003,0.0561821,0.181308,0.287003,0.309359,0.246786,0.282824,0.317275,0.0076668,0.00530232,0.00710323,0.00847232,-9999,-9999
199612,-24.291,0.876344,51.2481,18.593,0.880376,190.337,0.0,0.075,0.0,98.263,0.0,0.268,0.844758,2.996,0.721774,0.305880500448,0.522177419355,5.31927164843,0.819220430108,30.6313281743,0.819220430108,370.108,0.879704,-6.725,-5.545,-4.364,-0.307,0.294,0.876344,0.876344,0.876344,0.876344,0.876344,-9999,1.0,0.0600041,0.874328,-9999,-9999,-7.08056,0.876344,-9999,-9999,0.268967,0.870968,-9999,0.26769,0.270398,0.275104,0.87164,0.870968,0.870968,0.193196,0.17628,0.181196,0.185591,-0.148276,-0.093584,-0.0856088,-0.0803601,0.275441,0.275183,0.278672,0.291913,0.00413019,0.00157114,0.00260987,0.0059744,-9999,-9999
199701,-26.201,0.326613,66.8715,32.188,0.329301,172.076,0.0,0.116,0.0,98.587,0.0,0.392,0.306452,3.412,0.280914,-9999,-9999,-9999,-9999,-9999,-9999,369.911,0.327285,-7.213,-6.554,-4.791,-1.432,0.077,0.327285,0.327285,0.327285,0.327285,0.327285,-9999,1.0,0.401995,0.325941,-9999,-9999,0.462957,0.326613,-9999,-9999,0.250705,0.325269,-9999,0.236693,0.238985,0.24819,0.325269,0.325269,0.325269,9.7998,0.61021,1.14002,9.57936,9.47484,0.371614,0.890778,9.33364,1.24059,1.25859,1.30308,1.34373,0.0583189,0.0580514,0.0606832,0.0625999,-9999,-9999
199702,-18.807,0.554315,128.937,64.883,0.555804,194.736,0.0,0.273,0.0,98.439,0.0,0.204,0.543899,3.32,0.518601,-9999,-9999,29.360886455,0.529761904762,141.254528931,0.529761904762,371.269,0.558036,-6.644,-5.831,-4.302,-1.881,-0.099,0.554315,0.554315,0.554315,0.554315,0.554315,-9999,1.0,3.55591,0.553571,-9999,-9999,25.423,0.554315,-9999,-9999,0.0836942,0.551339,-9999,0.0698781,0.0800708,0.0936414,0.551339,0.551339,0.551339,9.12193,0.549863,0.996325,8.82816,8.58752,0.454623,0.915424,8.74446,0.715148,0.71489,0.734694,0.756555,0.014638,0.0144067,0.0150323,0.0161818,-9999,-9999
199703,-14.295,0.768817,228.508,144.925,0.772177,193.192,0.0,0.735,0.0,98.506,0.0,0.184,0.74328,3.15,0.731855,0.396954866975,0.691532258065,66.4012795226,0.718413978495,268.04640017,0.718413978495,371.563,0.770161,-5.201,-3.115,-3.716,-1.752,-0.363,0.768817,0.768817,0.768817,0.768817,0.768817,-9999,1.0,5.89175,0.768145,-9999,-9999,51.6161,0.768145,-9999,-9999,0.159647,0.766801,-9999,0.163511,0.166044,0.16788,0.766801,0.766801,0.766801,0.090137,0.0933216,0.116328,0.132122,-0.0719805,-0.0719805,-0.0462847,-0.0363009,0.154325,0.139907,0.147481,0.20758,0.0326673,0.0326343,0.0372585,0.042871,-9999,-9999
